frame.number,frame.time,wlan.sa,wlan.seq,frame.len,radiotap.dbm_antsignal,is_synthetic
917,"Jun  5, 2025 00:34:52.984454220 CEST",f2:42:89:7e:73:bd,2087,458,-69.0,
2166,"Jun  5, 2025 00:35:12.845681965 CEST",f2:42:89:7e:73:bd,2285,458,-68.0,
3848,"Jun  5, 2025 00:35:36.618024803 CEST",40:ee:dd:0e:38:54,1464,305,-79.0,
179,"Jun  5, 2025 00:34:43.866843314 CEST",f2:42:89:7e:73:bd,1998,458,-67.0,
232,"Jun  5, 2025 00:34:44.685927571 CEST",f2:42:89:7e:73:bd,2006,458,-68.0,
2239,"Jun  5, 2025 00:35:14.381549550 CEST",f2:42:89:7e:73:bd,2300,458,-68.0,
4577,"Jun  5, 2025 00:35:46.227561742 CEST",f2:42:89:7e:73:bd,2618,458,-68.0,
2098,"Jun  5, 2025 00:35:12.231176866 CEST",f2:42:89:7e:73:bd,2279,458,-68.0,
2603,"Jun  5, 2025 00:35:20.218515689 CEST",f2:42:89:7e:73:bd,2359,458,-68.0,
2563,"Jun  5, 2025 00:35:19.399094798 CEST",f2:42:89:7e:73:bd,2350,458,-69.0,
3353,"Jun  5, 2025 00:35:30.355754161 CEST",f2:42:89:7e:73:bd,2460,458,-68.0,
3743,"Jun  5, 2025 00:35:35.373298641 CEST",f2:42:89:7e:73:bd,2509,458,-69.0,
2275,"Jun  5, 2025 00:35:14.995937804 CEST",f2:42:89:7e:73:bd,2306,459,-69.0,
4550,"Jun  5, 2025 00:35:45.920379034 CEST",f2:42:89:7e:73:bd,2615,458,-68.0,
-2,synthetic,3a:07:16:cb:a7:f4,-1,-1,-82.89468191176906,
5451,"Jun  5, 2025 00:35:58.520080715 CEST",f2:42:89:7e:73:bd,2741,458,-68.0,
4356,"Jun  5, 2025 00:35:42.848395020 CEST",f2:42:89:7e:73:bd,2584,458,-68.0,
3998,"Jun  5, 2025 00:35:38.752464595 CEST",f2:42:89:7e:73:bd,2542,458,-66.0,
3862,"Jun  5, 2025 00:35:36.806868021 CEST",f2:42:89:7e:73:bd,2523,458,-67.0,
2611,"Jun  5, 2025 00:35:20.627867465 CEST",f2:42:89:7e:73:bd,2363,458,-68.0,
6231,"Jun  5, 2025 00:36:09.496091282 CEST",3a:07:16:cb:a7:f4,2117,384,-82.0,
5961,"Jun  5, 2025 00:36:06.401123129 CEST",f2:42:89:7e:73:bd,2824,458,-69.0,
-2,synthetic,3a:07:16:cb:a7:f4,-1,-1,-82.15314018135939,
294,"Jun  5, 2025 00:34:45.607526051 CEST",f2:42:89:7e:73:bd,2015,458,-66.0,
2835,"Jun  5, 2025 00:35:24.007024270 CEST",f2:42:89:7e:73:bd,2396,459,-67.0,
6250,"Jun  5, 2025 00:36:09.676875095 CEST",f2:42:89:7e:73:bd,2857,458,-69.0,
2423,"Jun  5, 2025 00:35:17.453501158 CEST",f2:42:89:7e:73:bd,2331,458,-67.0,
3597,"Jun  5, 2025 00:35:32.915717058 CEST",f2:42:89:7e:73:bd,2485,458,-68.0,
5807,"Jun  5, 2025 00:36:04.147361391 CEST",f2:42:89:7e:73:bd,2802,458,-69.0,
-1,dummy,c4:ea:1d:53:75:c3,-1,-1,-100.0,True
633,"Jun  5, 2025 00:34:50.219609822 CEST",f2:42:89:7e:73:bd,2060,458,-67.0,
-2,synthetic,3a:07:16:cb:a7:f4,-1,-1,-83.89604788228401,
4821,"Jun  5, 2025 00:35:49.299735515 CEST",f2:42:89:7e:73:bd,2651,458,-67.0,
2890,"Jun  5, 2025 00:35:24.826266158 CEST",f2:42:89:7e:73:bd,2404,458,-68.0,
1385,"Jun  5, 2025 00:35:01.277011675 CEST",f2:42:89:7e:73:bd,2168,458,-68.0,
5361,"Jun  5, 2025 00:35:57.286628123 CEST",f2:42:89:7e:73:bd,2729,458,-68.0,
2038,"Jun  5, 2025 00:35:11.312133669 CEST",f2:42:89:7e:73:bd,2269,458,-68.0,
-2,synthetic,3a:07:16:cb:a7:f4,-1,-1,-82.92737009052459,
3503,"Jun  5, 2025 00:35:31.891726578 CEST",f2:42:89:7e:73:bd,2475,458,-69.0,
1943,"Jun  5, 2025 00:35:09.979767382 CEST",f2:42:89:7e:73:bd,2254,458,-68.0,
987,"Jun  5, 2025 00:34:54.209307604 CEST",f2:42:89:7e:73:bd,2099,458,-68.0,
520,"Jun  5, 2025 00:34:48.684781406 CEST",f2:42:89:7e:73:bd,2045,458,-67.0,
1439,"Jun  5, 2025 00:35:02.196409176 CEST",f2:42:89:7e:73:bd,2177,458,-68.0,
1330,"Jun  5, 2025 00:35:00.560863343 CEST",f2:42:89:7e:73:bd,2161,458,-67.0,
1202,"Jun  5, 2025 00:34:58.306895573 CEST",f2:42:89:7e:73:bd,2139,458,-68.0,
6128,"Jun  5, 2025 00:36:08.652913808 CEST",f2:42:89:7e:73:bd,2846,458,-69.0,
5930,"Jun  5, 2025 00:36:06.094135348 CEST",f2:42:89:7e:73:bd,2821,458,-69.0,
2420,"Jun  5, 2025 00:35:17.351103709 CEST",f2:42:89:7e:73:bd,2330,458,-68.0,
4279,"Jun  5, 2025 00:35:42.131616581 CEST",f2:42:89:7e:73:bd,2577,459,-69.0,
5687,"Jun  5, 2025 00:36:02.099387483 CEST",f2:42:89:7e:73:bd,2776,459,-68.0,
1994,"Jun  5, 2025 00:35:10.928076521 CEST",40:ee:dd:0e:38:54,1180,305,-80.0,
469,"Jun  5, 2025 00:34:48.169705850 CEST",f2:42:89:7e:73:bd,2040,458,-67.0,
1925,"Jun  5, 2025 00:35:09.468305275 CEST",f2:42:89:7e:73:bd,2249,458,-69.0,
5355,"Jun  5, 2025 00:35:57.184818388 CEST",f2:42:89:7e:73:bd,2728,458,-69.0,
-1,dummy,c4:ea:1d:53:75:c3,-1,-1,-100.0,True
771,"Jun  5, 2025 00:34:51.548525461 CEST",f2:42:89:7e:73:bd,2073,458,-68.0,
5572,"Jun  5, 2025 00:36:00.768190129 CEST",f2:42:89:7e:73:bd,2763,458,-68.0,
-1,dummy,c4:ea:1d:53:75:c3,-1,-1,-100.0,True
3520,"Jun  5, 2025 00:35:32.102213889 CEST",40:ee:dd:0e:38:54,1417,305,-80.0,
4127,"Jun  5, 2025 00:35:40.495506570 CEST",f2:42:89:7e:73:bd,2561,458,-67.0,
-2,synthetic,3a:07:16:cb:a7:f4,-1,-1,-83.27246844747377,
4753,"Jun  5, 2025 00:35:48.377935264 CEST",f2:42:89:7e:73:bd,2641,458,-68.0,
2587,"Jun  5, 2025 00:35:19.706256553 CEST",f2:42:89:7e:73:bd,2354,458,-68.0,
1781,"Jun  5, 2025 00:35:07.727469376 CEST",f2:42:89:7e:73:bd,2232,458,-67.0,
1697,"Jun  5, 2025 00:35:06.599317326 CEST",f2:42:89:7e:73:bd,2220,458,-68.0,
5363,"Jun  5, 2025 00:35:57.392531255 CEST",f2:42:89:7e:73:bd,2730,458,-68.0,
594,"Jun  5, 2025 00:34:49.398189654 CEST",f2:42:89:7e:73:bd,2052,458,-68.0,
-1,dummy,c4:ea:1d:53:75:c3,-1,-1,-100.0,True
5276,"Jun  5, 2025 00:35:56.161071584 CEST",f2:42:89:7e:73:bd,2718,458,-67.0,
3748,"Jun  5, 2025 00:35:35.475691480 CEST",f2:42:89:7e:73:bd,2510,458,-68.0,
3843,"Jun  5, 2025 00:35:36.564449415 CEST",3a:07:16:cb:a7:f4,1849,384,-85.0,
1610,"Jun  5, 2025 00:35:05.270086772 CEST",f2:42:89:7e:73:bd,2207,458,-67.0,
3845,"Jun  5, 2025 00:35:36.603273905 CEST",f2:42:89:7e:73:bd,2521,458,-67.0,
3625,"Jun  5, 2025 00:35:33.222905982 CEST",f2:42:89:7e:73:bd,2488,458,-67.0,
4171,"Jun  5, 2025 00:35:41.005226137 CEST",f2:42:89:7e:73:bd,2566,458,-68.0,
5906,"Jun  5, 2025 00:36:05.580926860 CEST",f2:42:89:7e:73:bd,2816,458,-69.0,
-2,synthetic,3a:07:16:cb:a7:f4,-1,-1,-82.77708633319568,
1190,"Jun  5, 2025 00:34:58.000529938 CEST",f2:42:89:7e:73:bd,2136,458,-66.0,
1692,"Jun  5, 2025 00:35:06.498479363 CEST",f2:42:89:7e:73:bd,2219,458,-68.0,
5064,"Jun  5, 2025 00:35:52.576282484 CEST",f2:42:89:7e:73:bd,2683,458,-69.0,
1731,"Jun  5, 2025 00:35:07.112869922 CEST",f2:42:89:7e:73:bd,2226,458,-67.0,
6125,"Jun  5, 2025 00:36:08.551710296 CEST",f2:42:89:7e:73:bd,2845,458,-69.0,
2805,"Jun  5, 2025 00:35:23.187854667 CEST",f2:42:89:7e:73:bd,2388,458,-68.0,
5040,"Jun  5, 2025 00:35:52.166692759 CEST",f2:42:89:7e:73:bd,2679,458,-68.0,
620,"Jun  5, 2025 00:34:49.706328350 CEST",f2:42:89:7e:73:bd,2055,458,-67.0,
3817,"Jun  5, 2025 00:35:36.399996938 CEST",f2:42:89:7e:73:bd,2519,458,-68.0,
325,"Jun  5, 2025 00:34:46.121702399 CEST",f2:42:89:7e:73:bd,2020,458,-67.0,
4522,"Jun  5, 2025 00:35:45.649623375 CEST",40:ee:dd:0e:38:54,1556,305,-81.0,
4776,"Jun  5, 2025 00:35:48.787530088 CEST",f2:42:89:7e:73:bd,2645,458,-69.0,
-1,dummy,c4:ea:1d:53:75:c3,-1,-1,-100.0,True
4079,"Jun  5, 2025 00:35:39.469239403 CEST",f2:42:89:7e:73:bd,2549,458,-68.0,
2175,"Jun  5, 2025 00:35:12.948289217 CEST",f2:42:89:7e:73:bd,2286,458,-69.0,
1414,"Jun  5, 2025 00:35:01.583995754 CEST",f2:42:89:7e:73:bd,2171,458,-69.0,
2605,"Jun  5, 2025 00:35:20.320667785 CEST",f2:42:89:7e:73:bd,2360,458,-68.0,
3641,"Jun  5, 2025 00:35:33.632519942 CEST",f2:42:89:7e:73:bd,2492,458,-67.0,
2452,"Jun  5, 2025 00:35:17.760698253 CEST",f2:42:89:7e:73:bd,2334,458,-69.0,
2102,"Jun  5, 2025 00:35:12.333553921 CEST",f2:42:89:7e:73:bd,2280,458,-69.0,
5871,"Jun  5, 2025 00:36:04.864217144 CEST",f2:42:89:7e:73:bd,2809,458,-68.0,
-1,dummy,c4:ea:1d:53:75:c3,-1,-1,-100.0,True
4130,"Jun  5, 2025 00:35:40.531695739 CEST",40:ee:dd:0e:38:54,1503,305,-79.0,
3471,"Jun  5, 2025 00:35:31.584529552 CEST",f2:42:89:7e:73:bd,2472,458,-68.0,
2590,"Jun  5, 2025 00:35:19.808711272 CEST",f2:42:89:7e:73:bd,2355,458,-68.0,
5913,"Jun  5, 2025 00:36:05.888120463 CEST",f2:42:89:7e:73:bd,2819,458,-69.0,
-2,synthetic,3a:07:16:cb:a7:f4,-1,-1,-82.90157918789616,
2406,"Jun  5, 2025 00:35:16.941667635 CEST",f2:42:89:7e:73:bd,2326,458,-69.0,
5021,"Jun  5, 2025 00:35:51.760461771 CEST",f2:42:89:7e:73:bd,2675,458,-68.0,
441,"Jun  5, 2025 00:34:47.759833966 CEST",f2:42:89:7e:73:bd,2036,458,-67.0,
1999,"Jun  5, 2025 00:35:11.002361107 CEST",f2:42:89:7e:73:bd,2266,458,-68.0,
4967,"Jun  5, 2025 00:35:51.245090019 CEST",f2:42:89:7e:73:bd,2670,458,-69.0,
3226,"Jun  5, 2025 00:35:28.922179542 CEST",f2:42:89:7e:73:bd,2444,458,-68.0,
1704,"Jun  5, 2025 00:35:06.702066984 CEST",f2:42:89:7e:73:bd,2221,458,-68.0,
5506,"Jun  5, 2025 00:35:59.236824653 CEST",f2:42:89:7e:73:bd,2748,458,-68.0,
3077,"Jun  5, 2025 00:35:26.669420794 CEST",f2:42:89:7e:73:bd,2422,459,-68.0,
518,"Jun  5, 2025 00:34:48.578658832 CEST",f2:42:89:7e:73:bd,2044,458,-67.0,
2782,"Jun  5, 2025 00:35:22.778314739 CEST",f2:42:89:7e:73:bd,2384,458,-67.0,
2208,"Jun  5, 2025 00:35:13.870698205 CEST",f2:42:89:7e:73:bd,2295,458,-68.0,
4186,"Jun  5, 2025 00:35:41.210025574 CEST",f2:42:89:7e:73:bd,2568,458,-69.0,
4495,"Jun  5, 2025 00:35:45.101189667 CEST",f2:42:89:7e:73:bd,2607,458,-69.0,
2989,"Jun  5, 2025 00:35:25.850208239 CEST",f2:42:89:7e:73:bd,2414,458,-68.0,
2105,"Jun  5, 2025 00:35:12.435962894 CEST",f2:42:89:7e:73:bd,2281,458,-68.0,
3632,"Jun  5, 2025 00:35:33.325347012 CEST",f2:42:89:7e:73:bd,2489,458,-68.0,
5610,"Jun  5, 2025 00:36:01.179671365 CEST",f2:42:89:7e:73:bd,2767,458,-69.0,
5115,"Jun  5, 2025 00:35:53.601505594 CEST",f2:42:89:7e:73:bd,2693,458,-69.0,
2081,"Jun  5, 2025 00:35:11.719164340 CEST",f2:42:89:7e:73:bd,2274,458,-69.0,
2245,"Jun  5, 2025 00:35:14.484825881 CEST",f2:42:89:7e:73:bd,2301,458,-69.0,
5266,"Jun  5, 2025 00:35:56.058431017 CEST",f2:42:89:7e:73:bd,2717,458,-67.0,
3992,"Jun  5, 2025 00:35:38.547648256 CEST",f2:42:89:7e:73:bd,2540,458,-67.0,
1049,"Jun  5, 2025 00:34:55.850258384 CEST",f2:42:89:7e:73:bd,2115,458,-69.0,
1004,"Jun  5, 2025 00:34:54.516656884 CEST",f2:42:89:7e:73:bd,2102,458,-68.0,
5000,"Jun  5, 2025 00:35:51.553078486 CEST",f2:42:89:7e:73:bd,2673,458,-68.0,
3361,"Jun  5, 2025 00:35:30.560547382 CEST",f2:42:89:7e:73:bd,2462,458,-68.0,
6198,"Jun  5, 2025 00:36:09.232159953 CEST",40:ee:dd:0e:38:54,1805,305,-81.0,
1562,"Jun  5, 2025 00:35:04.452217544 CEST",f2:42:89:7e:73:bd,2199,458,-67.0,
-2,synthetic,3a:07:16:cb:a7:f4,-1,-1,-80.81031597477546,
-1,dummy,c4:ea:1d:53:75:c3,-1,-1,-100.0,True
4379,"Jun  5, 2025 00:35:43.155614535 CEST",f2:42:89:7e:73:bd,2588,458,-68.0,
2877,"Jun  5, 2025 00:35:24.723832462 CEST",f2:42:89:7e:73:bd,2403,458,-68.0,
4762,"Jun  5, 2025 00:35:48.582741057 CEST",f2:42:89:7e:73:bd,2643,459,-68.0,
3367,"Jun  5, 2025 00:35:30.662931212 CEST",f2:42:89:7e:73:bd,2463,458,-68.0,
1193,"Jun  5, 2025 00:34:58.102181831 CEST",f2:42:89:7e:73:bd,2137,458,-68.0,
2460,"Jun  5, 2025 00:35:17.965703931 CEST",f2:42:89:7e:73:bd,2336,458,-68.0,
-2,synthetic,3a:07:16:cb:a7:f4,-1,-1,-83.05120808854316,
2416,"Jun  5, 2025 00:35:17.248709962 CEST",f2:42:89:7e:73:bd,2329,458,-68.0,
5784,"Jun  5, 2025 00:36:03.328172791 CEST",f2:42:89:7e:73:bd,2794,458,-69.0,
4090,"Jun  5, 2025 00:35:39.571638667 CEST",f2:42:89:7e:73:bd,2550,458,-68.0,
4182,"Jun  5, 2025 00:35:41.107619465 CEST",f2:42:89:7e:73:bd,2567,458,-69.0,
-2,synthetic,3a:07:16:cb:a7:f4,-1,-1,-83.2605368933456,
3913,"Jun  5, 2025 00:35:37.521164092 CEST",40:ee:dd:0e:38:54,1473,305,-80.0,
3113,"Jun  5, 2025 00:35:27.283787397 CEST",f2:42:89:7e:73:bd,2428,458,-68.0,
4298,"Jun  5, 2025 00:35:42.336405262 CEST",f2:42:89:7e:73:bd,2579,458,-68.0,
651,"Jun  5, 2025 00:34:50.522631666 CEST",f2:42:89:7e:73:bd,2063,458,-68.0,
4875,"Jun  5, 2025 00:35:49.811517635 CEST",f2:42:89:7e:73:bd,2656,458,-68.0,
3273,"Jun  5, 2025 00:35:29.314567918 CEST",3a:07:16:cb:a7:f4,1790,384,-84.0,
2039,"Jun  5, 2025 00:35:11.329470301 CEST",40:ee:dd:0e:38:54,1184,305,-81.0,
3417,"Jun  5, 2025 00:35:31.072553343 CEST",f2:42:89:7e:73:bd,2467,458,-68.0,
4899,"Jun  5, 2025 00:35:50.528302570 CEST",f2:42:89:7e:73:bd,2663,458,-68.0,
