frame.number,frame.time,wlan.sa,wlan.seq,frame.len,radiotap.dbm_antsignal,is_synthetic
5305,"Jun  5, 2025 00:30:55.519196446 CEST",f2:42:89:7e:73:bd,3772,458,-67.0,
2387,"Jun  5, 2025 00:30:19.985060505 CEST",f2:42:89:7e:73:bd,3419,458,-65.0,
3606,"Jun  5, 2025 00:30:35.856875211 CEST",f2:42:89:7e:73:bd,3577,459,-66.0,
4627,"Jun  5, 2025 00:30:47.223959112 CEST",f2:42:89:7e:73:bd,3690,458,-66.0,
565,"Jun  5, 2025 00:29:59.095697200 CEST",f2:42:89:7e:73:bd,3212,458,-65.0,
-1,dummy,3a:07:16:cb:a7:f4,-1,-1,-100.0,True
7194,"Jun  5, 2025 00:31:18.045165008 CEST",f2:42:89:7e:73:bd,3999,458,-65.0,
4524,"Jun  5, 2025 00:30:46.199140732 CEST",f2:42:89:7e:73:bd,3680,458,-66.0,
723,"Jun  5, 2025 00:30:00.939150547 CEST",f2:42:89:7e:73:bd,3230,458,-64.0,
5113,"Jun  5, 2025 00:30:52.650285742 CEST",f2:42:89:7e:73:bd,3743,459,-66.0,
651,"Jun  5, 2025 00:29:59.710112762 CEST",f2:42:89:7e:73:bd,3218,458,-64.0,
-2,synthetic,c4:ea:1d:53:75:c3,-1,-1,-87.60775021623012,
4239,"Jun  5, 2025 00:30:42.718094714 CEST",f2:42:89:7e:73:bd,3646,458,-67.0,
6145,"Jun  5, 2025 00:31:04.528688156 CEST",f2:42:89:7e:73:bd,3862,458,-66.0,
4928,"Jun  5, 2025 00:30:50.807097093 CEST",f2:42:89:7e:73:bd,3725,458,-68.0,
3175,"Jun  5, 2025 00:30:30.634523262 CEST",f2:42:89:7e:73:bd,3524,458,-65.0,
253,"Jun  5, 2025 00:29:55.002446654 CEST",f2:42:89:7e:73:bd,3172,458,-64.0,
546,"Jun  5, 2025 00:29:58.788724923 CEST",f2:42:89:7e:73:bd,3209,458,-64.0,
5274,"Jun  5, 2025 00:30:55.005507590 CEST",f2:42:89:7e:73:bd,3767,458,-67.0,
7263,"Jun  5, 2025 00:31:19.172433915 CEST",f2:42:89:7e:73:bd,4011,458,-66.0,
-1,dummy,3a:07:16:cb:a7:f4,-1,-1,-100.0,True
2609,"Jun  5, 2025 00:30:22.852217076 CEST",f2:42:89:7e:73:bd,3447,458,-66.0,
3293,"Jun  5, 2025 00:30:31.556107075 CEST",f2:42:89:7e:73:bd,3533,458,-65.0,
-2,synthetic,c4:ea:1d:53:75:c3,-1,-1,-87.9777398384104,
5557,"Jun  5, 2025 00:30:58.486992002 CEST",f2:42:89:7e:73:bd,3801,458,-65.0,
