frame.number,frame.time,wlan.sa,wlan.seq,frame.len,radiotap.dbm_antsignal,is_synthetic
50,"Jun 12, 2025 20:59:24.737472421 CEST",f2:42:89:7e:73:bd,2919,458,-58,
843,"Jun 12, 2025 21:00:12.660072566 CEST",f2:42:89:7e:73:bd,3414,458,-56,
1087,"Jun 12, 2025 21:00:26.381519337 CEST",f2:42:89:7e:73:bd,3555,458,-58,
500,"Jun 12, 2025 20:59:49.398282152 CEST",c4:ea:1d:53:75:c3,1369,243,-73,
-1,dummy,40:ee:dd:0e:38:54,-1,-1,-100,True
1482,"Jun 12, 2025 21:00:47.783088000 CEST",f2:42:89:7e:73:bd,3772,458,-57,
395,"Jun 12, 2025 20:59:42.947159910 CEST",c4:ea:1d:53:75:c3,1293,243,-72,
1447,"Jun 12, 2025 21:00:45.837308373 CEST",f2:42:89:7e:73:bd,3753,459,-55,
178,"Jun 12, 2025 20:59:31.290998536 CEST",f2:42:89:7e:73:bd,2992,459,-56,
1013,"Jun 12, 2025 21:00:23.132132037 CEST",3a:07:16:cb:a7:f4,244,384,-69,
237,"Jun 12, 2025 20:59:34.158181018 CEST",f2:42:89:7e:73:bd,3026,459,-57,
1504,"Jun 12, 2025 21:00:49.097306589 CEST",c4:ea:1d:53:75:c3,2076,243,-70,
1111,"Jun 12, 2025 21:00:27.286064251 CEST",c4:ea:1d:53:75:c3,1816,243,-73,
-1,dummy,40:ee:dd:0e:38:54,-1,-1,-100,True
634,"Jun 12, 2025 21:00:00.269843263 CEST",f2:42:89:7e:73:bd,3292,458,-65,
1263,"Jun 12, 2025 21:00:35.170778641 CEST",c4:ea:1d:53:75:c3,1916,243,-70,
1135,"Jun 12, 2025 21:00:28.784583930 CEST",3a:07:16:cb:a7:f4,290,384,-71,
860,"Jun 12, 2025 21:00:14.298470158 CEST",f2:42:89:7e:73:bd,3430,459,-57,
1293,"Jun 12, 2025 21:00:36.723810700 CEST",f2:42:89:7e:73:bd,3663,458,-58,
898,"Jun 12, 2025 21:00:16.551268297 CEST",f2:42:89:7e:73:bd,3452,459,-57,
-1,dummy,40:ee:dd:0e:38:54,-1,-1,-100,True
671,"Jun 12, 2025 21:00:02.625029632 CEST",f2:42:89:7e:73:bd,3315,458,-60,
1364,"Jun 12, 2025 21:00:41.024561724 CEST",f2:42:89:7e:73:bd,3706,458,-58,
1304,"Jun 12, 2025 21:00:37.645413719 CEST",f2:42:89:7e:73:bd,3672,458,-54,
