frame.number,frame.time,wlan.sa,wlan.seq,frame.len,radiotap.dbm_antsignal,is_synthetic
2118,"Jun 12, 2025 20:48:32.908282826 CEST",c4:ea:1d:53:75:c3,1165,243,-69,
2548,"Jun 12, 2025 20:48:38.335113012 CEST",c4:ea:1d:53:75:c3,1232,243,-69,
1062,"Jun 12, 2025 20:47:56.372613240 CEST",f2:42:89:7e:73:bd,3997,458,-58,
1485,"Jun 12, 2025 20:48:10.995978125 CEST",c4:ea:1d:53:75:c3,911,243,-74,
2486,"Jun 12, 2025 20:48:37.721198281 CEST",c4:ea:1d:53:75:c3,1224,243,-70,
741,"Jun 12, 2025 20:47:42.220287794 CEST",c4:ea:1d:53:75:c3,565,243,-77,
1523,"Jun 12, 2025 20:48:12.122239642 CEST",c4:ea:1d:53:75:c3,922,243,-75,
787,"Jun 12, 2025 20:47:44.289566366 CEST",f2:42:89:7e:73:bd,3877,458,-59,
1232,"Jun 12, 2025 20:48:03.928934613 CEST",c4:ea:1d:53:75:c3,819,243,-68,
-1,dummy,3a:07:16:cb:a7:f4,-1,-1,-100,True
478,"Jun 12, 2025 20:47:30.956341729 CEST",c4:ea:1d:53:75:c3,431,243,-74,
1212,"Jun 12, 2025 20:48:02.823750148 CEST",f2:42:89:7e:73:bd,4062,458,-59,
1561,"Jun 12, 2025 20:48:13.349912100 CEST",c4:ea:1d:53:75:c3,941,243,-69,
1904,"Jun 12, 2025 20:48:27.380780690 CEST",c4:ea:1d:53:75:c3,1099,243,-77,
643,"Jun 12, 2025 20:47:38.124713140 CEST",c4:ea:1d:53:75:c3,518,243,-68,
432,"Jun 12, 2025 20:47:29.317983248 CEST",c4:ea:1d:53:75:c3,412,243,-77,
1548,"Jun 12, 2025 20:48:12.858821717 CEST",f2:42:89:7e:73:bd,86,458,-58,
790,"Jun 12, 2025 20:47:44.473058066 CEST",c4:ea:1d:53:75:c3,589,243,-71,
1530,"Jun 12, 2025 20:48:12.223288107 CEST",c4:ea:1d:53:75:c3,924,243,-74,
1309,"Jun 12, 2025 20:48:06.591304807 CEST",c4:ea:1d:53:75:c3,853,243,-68,
275,"Jun 12, 2025 20:47:23.502639690 CEST",f2:42:89:7e:73:bd,3669,458,-60,
558,"Jun 12, 2025 20:47:34.257188087 CEST",f2:42:89:7e:73:bd,3778,458,-58,
1417,"Jun 12, 2025 20:48:09.479686424 CEST",f2:42:89:7e:73:bd,42,458,-58,
1109,"Jun 12, 2025 20:47:58.216066029 CEST",f2:42:89:7e:73:bd,4016,459,-60,
1664,"Jun 12, 2025 20:48:17.569157787 CEST",f2:42:89:7e:73:bd,132,458,-59,
2924,"Jun 12, 2025 20:48:40.281906735 CEST",c4:ea:1d:53:75:c3,1257,243,-72,
188,"Jun 12, 2025 20:47:20.533056757 CEST",f2:42:89:7e:73:bd,3640,458,-58,
457,"Jun 12, 2025 20:47:30.140730051 CEST",c4:ea:1d:53:75:c3,422,243,-67,
3080,"Jun 12, 2025 20:48:43.557938414 CEST",c4:ea:1d:53:75:c3,1294,243,-70,
1550,"Jun 12, 2025 20:48:12.961215255 CEST",f2:42:89:7e:73:bd,87,458,-59,
179,"Jun 12, 2025 20:47:20.021060992 CEST",f2:42:89:7e:73:bd,3635,458,-58,
145,"Jun 12, 2025 20:47:18.382693222 CEST",f2:42:89:7e:73:bd,3619,458,-58,
859,"Jun 12, 2025 20:47:47.771124811 CEST",f2:42:89:7e:73:bd,3911,458,-58,
357,"Jun 12, 2025 20:47:27.065192722 CEST",c4:ea:1d:53:75:c3,378,243,-69,
313,"Jun 12, 2025 20:47:25.141172705 CEST",f2:42:89:7e:73:bd,3688,458,-58,
1119,"Jun 12, 2025 20:47:58.727776701 CEST",f2:42:89:7e:73:bd,4021,458,-59,
1075,"Jun 12, 2025 20:47:56.965777916 CEST",c4:ea:1d:53:75:c3,736,243,-71,
311,"Jun 12, 2025 20:47:25.017178865 CEST",c4:ea:1d:53:75:c3,350,243,-75,
