frame.number,frame.time,wlan.sa,wlan.seq,frame.len,radiotap.dbm_antsignal,is_synthetic
2086,"Jun  5, 2025 00:40:46.803785584 CEST",40:ee:dd:0e:38:54,708,305,-82,
3569,"Jun  5, 2025 00:41:01.703045609 CEST",3a:07:16:cb:a7:f4,399,384,-74,
6892,"Jun  5, 2025 00:41:36.846523632 CEST",3a:07:16:cb:a7:f4,685,384,-75,
3634,"Jun  5, 2025 00:41:02.358216913 CEST",40:ee:dd:0e:38:54,872,305,-82,
5197,"Jun  5, 2025 00:41:18.204397772 CEST",f2:42:89:7e:73:bd,1914,458,-67,
7356,"Jun  5, 2025 00:41:41.960965210 CEST",f2:42:89:7e:73:bd,2153,458,-67,
2682,"Jun  5, 2025 00:40:52.809482468 CEST",f2:42:89:7e:73:bd,1646,458,-67,
719,"Jun  5, 2025 00:40:31.615788982 CEST",f2:42:89:7e:73:bd,1434,458,-66,
8436,"Jun  5, 2025 00:41:53.435227126 CEST",3a:07:16:cb:a7:f4,820,384,-75,
3924,"Jun  5, 2025 00:41:05.199737961 CEST",f2:42:89:7e:73:bd,1773,458,-67,
8422,"Jun  5, 2025 00:41:53.191495224 CEST",3a:07:16:cb:a7:f4,818,384,-75,
5976,"Jun  5, 2025 00:41:27.446050150 CEST",40:ee:dd:0e:38:54,1168,305,-81,
4794,"Jun  5, 2025 00:41:13.698847799 CEST",f2:42:89:7e:73:bd,1863,458,-67,
2259,"Jun  5, 2025 00:40:48.611158924 CEST",f2:42:89:7e:73:bd,1605,458,-67,
297,"Jun  5, 2025 00:40:27.036744887 CEST",40:ee:dd:0e:38:54,499,305,-80,
2377,"Jun  5, 2025 00:40:49.737529952 CEST",f2:42:89:7e:73:bd,1616,458,-67,
2403,"Jun  5, 2025 00:40:50.249518872 CEST",f2:42:89:7e:73:bd,1621,458,-67,
1776,"Jun  5, 2025 00:40:43.286407362 CEST",f2:42:89:7e:73:bd,1553,458,-68,
5252,"Jun  5, 2025 00:41:18.906144621 CEST",3a:07:16:cb:a7:f4,539,384,-75,
4674,"Jun  5, 2025 00:41:12.192652353 CEST",40:ee:dd:0e:38:54,971,305,-83,
2605,"Jun  5, 2025 00:40:52.297496761 CEST",f2:42:89:7e:73:bd,1641,458,-68,
167,"Jun  5, 2025 00:40:25.878609903 CEST",f2:42:89:7e:73:bd,1376,458,-66,
962,"Jun  5, 2025 00:40:34.423820715 CEST",3a:07:16:cb:a7:f4,177,384,-76,
4975,"Jun  5, 2025 00:41:15.849220413 CEST",f2:42:89:7e:73:bd,1890,458,-67,
3913,"Jun  5, 2025 00:41:05.097365306 CEST",f2:42:89:7e:73:bd,1772,458,-67,
1486,"Jun  5, 2025 00:40:39.584759408 CEST",3a:07:16:cb:a7:f4,219,384,-74,
4782,"Jun  5, 2025 00:41:13.494626299 CEST",f2:42:89:7e:73:bd,1861,458,-67,
1558,"Jun  5, 2025 00:40:40.813532354 CEST",3a:07:16:cb:a7:f4,229,384,-75,
1533,"Jun  5, 2025 00:40:40.521640208 CEST",f2:42:89:7e:73:bd,1525,458,-70,
8001,"Jun  5, 2025 00:41:48.719231956 CEST",f2:42:89:7e:73:bd,2219,458,-68,
5794,"Jun  5, 2025 00:41:25.474708333 CEST",f2:42:89:7e:73:bd,1986,458,-67,
6000,"Jun  5, 2025 00:41:27.630558738 CEST",3a:07:16:cb:a7:f4,610,384,-73,
1645,"Jun  5, 2025 00:40:41.786210654 CEST",40:ee:dd:0e:38:54,654,305,-80,
7393,"Jun  5, 2025 00:41:42.268102312 CEST",f2:42:89:7e:73:bd,2156,458,-67,
7794,"Jun  5, 2025 00:41:46.876369816 CEST",f2:42:89:7e:73:bd,2201,458,-68,
6865,"Jun  5, 2025 00:41:36.533776878 CEST",f2:42:89:7e:73:bd,2094,458,-67,
3067,"Jun  5, 2025 00:40:56.638425101 CEST",40:ee:dd:0e:38:54,807,305,-82,
552,"Jun  5, 2025 00:40:29.754409682 CEST",3a:07:16:cb:a7:f4,139,384,-75,
3734,"Jun  5, 2025 00:41:03.300441689 CEST",3a:07:16:cb:a7:f4,412,384,-75,
7204,"Jun  5, 2025 00:41:40.164271301 CEST",3a:07:16:cb:a7:f4,712,384,-74,
-1,dummy,c4:ea:1d:53:75:c3,-1,-1,-100,True
7509,"Jun  5, 2025 00:41:43.201198064 CEST",40:ee:dd:0e:38:54,1355,305,-81,
4925,"Jun  5, 2025 00:41:15.219756010 CEST",3a:07:16:cb:a7:f4,509,384,-75,
3152,"Jun  5, 2025 00:40:57.417434150 CEST",f2:42:89:7e:73:bd,1697,458,-67,
8431,"Jun  5, 2025 00:41:53.312322461 CEST",3a:07:16:cb:a7:f4,819,384,-75,
7028,"Jun  5, 2025 00:41:38.172165880 CEST",f2:42:89:7e:73:bd,2110,458,-67,
2497,"Jun  5, 2025 00:40:51.273508655 CEST",f2:42:89:7e:73:bd,1631,458,-66,
146,"Jun  5, 2025 00:40:25.453633864 CEST",3a:07:16:cb:a7:f4,104,384,-75,
5738,"Jun  5, 2025 00:41:24.757912014 CEST",f2:42:89:7e:73:bd,1978,458,-67,
603,"Jun  5, 2025 00:40:30.588960500 CEST",f2:42:89:7e:73:bd,1422,458,-66,
608,"Jun  5, 2025 00:40:30.691367657 CEST",f2:42:89:7e:73:bd,1423,458,-65,
5231,"Jun  5, 2025 00:41:18.660383969 CEST",3a:07:16:cb:a7:f4,537,384,-73,
440,"Jun  5, 2025 00:40:28.540967805 CEST",f2:42:89:7e:73:bd,1402,458,-66,
3429,"Jun  5, 2025 00:41:00.387008772 CEST",f2:42:89:7e:73:bd,1726,458,-67,
3420,"Jun  5, 2025 00:41:00.250836847 CEST",40:ee:dd:0e:38:54,846,305,-80,
6374,"Jun  5, 2025 00:41:31.194067129 CEST",3a:07:16:cb:a7:f4,639,384,-76,
6782,"Jun  5, 2025 00:41:35.617704031 CEST",3a:07:16:cb:a7:f4,675,384,-74,
-1,dummy,c4:ea:1d:53:75:c3,-1,-1,-100,True
5419,"Jun  5, 2025 00:41:21.173967017 CEST",f2:42:89:7e:73:bd,1943,458,-67,
6899,"Jun  5, 2025 00:41:36.943369537 CEST",f2:42:89:7e:73:bd,2098,458,-66,
3432,"Jun  5, 2025 00:41:00.474223424 CEST",3a:07:16:cb:a7:f4,389,384,-74,
153,"Jun  5, 2025 00:40:25.576508218 CEST",3a:07:16:cb:a7:f4,105,384,-75,
-1,dummy,c4:ea:1d:53:75:c3,-1,-1,-100,True
8075,"Jun  5, 2025 00:41:49.436021710 CEST",f2:42:89:7e:73:bd,2231,458,-68,
6317,"Jun  5, 2025 00:41:30.697059025 CEST",f2:42:89:7e:73:bd,2037,458,-66,
8345,"Jun  5, 2025 00:41:52.433510218 CEST",40:ee:dd:0e:38:54,1449,305,-86,
7901,"Jun  5, 2025 00:41:47.905642463 CEST",3a:07:16:cb:a7:f4,775,384,-74,
7867,"Jun  5, 2025 00:41:47.517688101 CEST",40:ee:dd:0e:38:54,1398,305,-84,
