frame.number,frame.time,wlan.sa,wlan.seq,frame.len,radiotap.dbm_antsignal,is_synthetic
1745,"Jun  5, 2025 00:32:15.492484742 CEST",f2:42:89:7e:73:bd,483,458,-68.0,
4995,"Jun  5, 2025 00:32:53.276036687 CEST",f2:42:89:7e:73:bd,874,458,-69.0,
1572,"Jun  5, 2025 00:32:12.930890910 CEST",f2:42:89:7e:73:bd,455,458,-69.0,
4383,"Jun  5, 2025 00:32:45.494152133 CEST",f2:42:89:7e:73:bd,796,458,-69.0,
585,"Jun  5, 2025 00:32:01.359849020 CEST",f2:42:89:7e:73:bd,337,458,-69.0,
4001,"Jun  5, 2025 00:32:40.885963829 CEST",f2:42:89:7e:73:bd,747,458,-67.0,
3604,"Jun  5, 2025 00:32:36.792132903 CEST",f2:42:89:7e:73:bd,706,458,-69.0,
3130,"Jun  5, 2025 00:32:31.157921178 CEST",f2:42:89:7e:73:bd,646,458,-68.0,
2497,"Jun  5, 2025 00:32:24.093443355 CEST",f2:42:89:7e:73:bd,571,458,-69.0,
1391,"Jun  5, 2025 00:32:11.292540740 CEST",f2:42:89:7e:73:bd,436,458,-68.0,
-1,dummy,3a:07:16:cb:a7:f4,-1,-1,-100.0,True
592,"Jun  5, 2025 00:32:01.462263999 CEST",f2:42:89:7e:73:bd,338,458,-69.0,
2076,"Jun  5, 2025 00:32:19.177242140 CEST",f2:42:89:7e:73:bd,521,458,-68.0,
6771,"Jun  5, 2025 00:33:17.442141959 CEST",f2:42:89:7e:73:bd,1112,458,-68.0,
4504,"Jun  5, 2025 00:32:47.336894286 CEST",f2:42:89:7e:73:bd,814,458,-69.0,
6048,"Jun  5, 2025 00:33:08.124384651 CEST",f2:42:89:7e:73:bd,1021,458,-68.0,
686,"Jun  5, 2025 00:32:02.486279273 CEST",f2:42:89:7e:73:bd,349,458,-69.0,
7034,"Jun  5, 2025 00:33:21.129318380 CEST",f2:42:89:7e:73:bd,1148,458,-68.0,
-2,synthetic,40:ee:dd:0e:38:54,-1,-1,-87.42243172973639,
6265,"Jun  5, 2025 00:33:10.992723426 CEST",f2:42:89:7e:73:bd,1049,458,-68.0,
796,"Jun  5, 2025 00:32:03.715038671 CEST",f2:42:89:7e:73:bd,361,458,-68.0,
856,"Jun  5, 2025 00:32:04.534230064 CEST",f2:42:89:7e:73:bd,370,458,-68.0,
5800,"Jun  5, 2025 00:33:04.438398326 CEST",f2:42:89:7e:73:bd,985,458,-68.0,
2716,"Jun  5, 2025 00:32:26.652356049 CEST",f2:42:89:7e:73:bd,596,458,-67.0,
2468,"Jun  5, 2025 00:32:23.477983177 CEST",f2:42:89:7e:73:bd,565,458,-68.0,
6709,"Jun  5, 2025 00:33:16.622958877 CEST",f2:42:89:7e:73:bd,1104,458,-68.0,
