frame.number,frame.time,wlan.sa,wlan.seq,frame.len,radiotap.dbm_antsignal,is_synthetic
403,"Jun 12, 2025 20:57:54.728974131 CEST",f2:42:89:7e:73:bd,2016,458,-62.0,
474,"Jun 12, 2025 20:58:01.077714010 CEST",f2:42:89:7e:73:bd,2079,458,-62.0,
731,"Jun 12, 2025 20:58:21.660276150 CEST",f2:42:89:7e:73:bd,2283,458,-61.0,
372,"Jun 12, 2025 20:57:52.271420975 CEST",f2:42:89:7e:73:bd,1992,458,-62.0,
715,"Jun 12, 2025 20:58:20.635868507 CEST",f2:42:89:7e:73:bd,2273,458,-68.0,
86,"Jun 12, 2025 20:57:27.593333628 CEST",f2:42:89:7e:73:bd,1742,458,-62.0,
646,"Jun 12, 2025 20:58:16.437525967 CEST",f2:42:89:7e:73:bd,2231,458,-64.0,
915,"Jun 12, 2025 20:58:37.634062482 CEST",f2:42:89:7e:73:bd,2450,458,-65.0,
-1,dummy,40:ee:dd:0e:38:54,-1,-1,-100.0,True
33,"Jun 12, 2025 20:57:23.497356898 CEST",f2:42:89:7e:73:bd,1698,458,-60.0,
236,"Jun 12, 2025 20:57:40.905151562 CEST",f2:42:89:7e:73:bd,1876,459,-63.0,
20,"Jun 12, 2025 20:57:22.250446239 CEST",c4:ea:1d:53:75:c3,3648,243,-77.0,
790,"Jun 12, 2025 20:58:27.086993682 CEST",f2:42:89:7e:73:bd,2338,458,-61.0,
813,"Jun 12, 2025 20:58:29.646964541 CEST",f2:42:89:7e:73:bd,2364,458,-64.0,
-1,dummy,40:ee:dd:0e:38:54,-1,-1,-100.0,True
103,"Jun 12, 2025 20:57:29.334078383 CEST",f2:42:89:7e:73:bd,1759,458,-61.0,
405,"Jun 12, 2025 20:57:54.933786699 CEST",f2:42:89:7e:73:bd,2018,458,-62.0,
452,"Jun 12, 2025 20:57:59.234532485 CEST",f2:42:89:7e:73:bd,2060,458,-63.0,
48,"Jun 12, 2025 20:57:24.418938057 CEST",f2:42:89:7e:73:bd,1710,458,-62.0,
1011,"Jun 12, 2025 20:58:47.054723936 CEST",f2:42:89:7e:73:bd,2544,458,-62.0,
398,"Jun 12, 2025 20:57:54.216991218 CEST",f2:42:89:7e:73:bd,2011,458,-62.0,
