frame.number,frame.time,wlan.sa,wlan.seq,frame.len,radiotap.dbm_antsignal,is_synthetic
1573,"Jun 12, 2025 21:08:02.366157968 CEST",f2:42:89:7e:73:bd,155,458,-68,
1333,"Jun 12, 2025 21:07:55.819512965 CEST",3a:07:16:cb:a7:f4,3928,384,-69,
1497,"Jun 12, 2025 21:08:00.243169493 CEST",3a:07:16:cb:a7:f4,3964,384,-69,
-1,dummy,c4:ea:1d:53:75:c3,-1,-1,-100,True
446,"Jun 12, 2025 21:07:30.210051873 CEST",f2:42:89:7e:73:bd,3896,458,-69,
1653,"Jun 12, 2025 21:08:04.809406302 CEST",40:ee:dd:0e:38:54,3097,305,-66,
73,"Jun 12, 2025 21:07:18.246400000 CEST",40:ee:dd:0e:38:54,2624,305,-68,
1537,"Jun 12, 2025 21:08:01.471975055 CEST",3a:07:16:cb:a7:f4,3974,384,-67,
2623,"Jun 12, 2025 21:08:33.297720355 CEST",3a:07:16:cb:a7:f4,137,384,-68,
-1,dummy,c4:ea:1d:53:75:c3,-1,-1,-100,True
637,"Jun 12, 2025 21:07:35.125158605 CEST",f2:42:89:7e:73:bd,3948,458,-69,
559,"Jun 12, 2025 21:07:33.098407927 CEST",40:ee:dd:0e:38:54,2776,305,-68,
813,"Jun 12, 2025 21:07:40.524382836 CEST",40:ee:dd:0e:38:54,2852,305,-67,
2030,"Jun 12, 2025 21:08:16.904699566 CEST",f2:42:89:7e:73:bd,314,458,-68,
2569,"Jun 12, 2025 21:08:31.302323943 CEST",40:ee:dd:0e:38:54,3371,305,-67,
2739,"Jun 12, 2025 21:08:37.998349115 CEST",f2:42:89:7e:73:bd,555,458,-65,
2660,"Jun 12, 2025 21:08:35.115525259 CEST",40:ee:dd:0e:38:54,3410,305,-68,
2405,"Jun 12, 2025 21:08:26.119872739 CEST",f2:42:89:7e:73:bd,423,458,-66,
1242,"Jun 12, 2025 21:07:52.843478791 CEST",f2:42:89:7e:73:bd,46,458,-68,
439,"Jun 12, 2025 21:07:30.005218912 CEST",f2:42:89:7e:73:bd,3894,458,-70,
1023,"Jun 12, 2025 21:07:46.545787514 CEST",40:ee:dd:0e:38:54,2913,305,-68,
990,"Jun 12, 2025 21:07:45.441631392 CEST",40:ee:dd:0e:38:54,2902,305,-67,
2713,"Jun 12, 2025 21:08:37.106974730 CEST",3a:07:16:cb:a7:f4,168,384,-68,
989,"Jun 12, 2025 21:07:45.374784832 CEST",3a:07:16:cb:a7:f4,3843,384,-69,
89,"Jun 12, 2025 21:07:18.647814523 CEST",40:ee:dd:0e:38:54,2628,305,-67,
-1,dummy,c4:ea:1d:53:75:c3,-1,-1,-100,True
1277,"Jun 12, 2025 21:07:53.730577284 CEST",3a:07:16:cb:a7:f4,3911,384,-68,
747,"Jun 12, 2025 21:07:38.197125857 CEST",f2:42:89:7e:73:bd,3978,458,-67,
304,"Jun 12, 2025 21:07:26.073819954 CEST",40:ee:dd:0e:38:54,2702,305,-67,
2526,"Jun 12, 2025 21:08:29.908529592 CEST",f2:42:89:7e:73:bd,464,459,-68,
2115,"Jun 12, 2025 21:08:19.465202826 CEST",f2:42:89:7e:73:bd,339,458,-72,
339,"Jun 12, 2025 21:07:27.077340234 CEST",40:ee:dd:0e:38:54,2714,305,-65,
1317,"Jun 12, 2025 21:07:55.502572382 CEST",f2:42:89:7e:73:bd,74,459,-70,
1027,"Jun 12, 2025 21:07:46.849502672 CEST",3a:07:16:cb:a7:f4,3855,384,-68,
-1,dummy,c4:ea:1d:53:75:c3,-1,-1,-100,True
1860,"Jun 12, 2025 21:08:11.067168760 CEST",f2:42:89:7e:73:bd,247,458,-69,
1298,"Jun 12, 2025 21:07:54.959360497 CEST",3a:07:16:cb:a7:f4,3921,384,-69,
558,"Jun 12, 2025 21:07:33.086858623 CEST",3a:07:16:cb:a7:f4,3743,384,-68,
198,"Jun 12, 2025 21:07:22.059747424 CEST",40:ee:dd:0e:38:54,2662,305,-65,
1760,"Jun 12, 2025 21:08:07.493048755 CEST",3a:07:16:cb:a7:f4,4023,384,-68,
1616,"Jun 12, 2025 21:08:03.592147599 CEST",f2:42:89:7e:73:bd,167,458,-68,
2382,"Jun 12, 2025 21:08:25.556311339 CEST",3a:07:16:cb:a7:f4,74,384,-69,
748,"Jun 12, 2025 21:07:38.216331652 CEST",40:ee:dd:0e:38:54,2829,305,-68,
296,"Jun 12, 2025 21:07:25.873121457 CEST",40:ee:dd:0e:38:54,2700,305,-67,
492,"Jun 12, 2025 21:07:31.366738697 CEST",3a:07:16:cb:a7:f4,3729,384,-70,
1019,"Jun 12, 2025 21:07:46.288152657 CEST",f2:42:89:7e:73:bd,4073,458,-69,
1753,"Jun 12, 2025 21:08:07.370849835 CEST",3a:07:16:cb:a7:f4,4022,384,-68,
2717,"Jun 12, 2025 21:08:37.222884721 CEST",40:ee:dd:0e:38:54,3432,305,-67,
2037,"Jun 12, 2025 21:08:17.077648095 CEST",3a:07:16:cb:a7:f4,5,384,-69,
103,"Jun 12, 2025 21:07:19.078600729 CEST",3a:07:16:cb:a7:f4,3629,384,-66,
1433,"Jun 12, 2025 21:07:58.688014259 CEST",40:ee:dd:0e:38:54,3036,305,-66,
1509,"Jun 12, 2025 21:08:00.695011308 CEST",40:ee:dd:0e:38:54,3056,305,-67,
2683,"Jun 12, 2025 21:08:36.019209868 CEST",40:ee:dd:0e:38:54,3419,305,-67,
671,"Jun 12, 2025 21:07:36.108952424 CEST",40:ee:dd:0e:38:54,2808,305,-68,
1892,"Jun 12, 2025 21:08:12.034706531 CEST",40:ee:dd:0e:38:54,3173,305,-67,
1092,"Jun 12, 2025 21:07:48.815404062 CEST",3a:07:16:cb:a7:f4,3871,384,-69,
907,"Jun 12, 2025 21:07:42.907466886 CEST",f2:42:89:7e:73:bd,4036,458,-68,
587,"Jun 12, 2025 21:07:33.793995264 CEST",f2:42:89:7e:73:bd,3933,458,-69,
2571,"Jun 12, 2025 21:08:31.402503093 CEST",40:ee:dd:0e:38:54,3372,305,-67,
1623,"Jun 12, 2025 21:08:03.796929506 CEST",f2:42:89:7e:73:bd,169,458,-68,
