frame.number,frame.time,wlan.sa,wlan.seq,frame.len,radiotap.dbm_antsignal
1081,"Apr 13, 2021 15:31:39.282188678 CEST",3a:07:16:cb:a7:f4,1587,384,-80
248,"Apr 13, 2021 15:31:06.596295520 CEST",3a:07:16:cb:a7:f4,1321,384,-80
568,"Apr 13, 2021 15:31:19.641509092 CEST",f2:42:89:7e:73:bd,1457,458,-68
1688,"Apr 13, 2021 15:32:01.113010182 CEST",f2:42:89:7e:73:bd,1885,458,-66
958,"Apr 13, 2021 15:31:34.386973581 CEST",f2:42:89:7e:73:bd,1610,458,-66
2368,"Apr 13, 2021 15:32:23.947953788 CEST",f2:42:89:7e:73:bd,2129,459,-68
497,"Apr 13, 2021 15:31:17.286329149 CEST",f2:42:89:7e:73:bd,1434,458,-66
1740,"Apr 13, 2021 15:32:03.244167643 CEST",3a:07:16:cb:a7:f4,1782,384,-79
2237,"Apr 13, 2021 15:32:20.159203417 CEST",f2:42:89:7e:73:bd,2090,459,-67
1008,"Apr 13, 2021 15:31:36.230103843 CEST",f2:42:89:7e:73:bd,1630,458,-67
767,"Apr 13, 2021 15:31:27.219033580 CEST",f2:42:89:7e:73:bd,1532,458,-67
1591,"Apr 13, 2021 15:31:57.836265353 CEST",f2:42:89:7e:73:bd,1849,458,-66
2019,"Apr 13, 2021 15:32:14.548552859 CEST",3a:07:16:cb:a7:f4,1874,384,-81
1541,"Apr 13, 2021 15:31:55.788280201 CEST",f2:42:89:7e:73:bd,1828,458,-66
605,"Apr 13, 2021 15:31:20.997751460 CEST",40:ee:dd:0e:38:54,3540,305,-80
1781,"Apr 13, 2021 15:32:05.152346120 CEST",40:ee:dd:0e:38:54,3994,305,-81
1037,"Apr 13, 2021 15:31:37.254094254 CEST",f2:42:89:7e:73:bd,1642,458,-65
153,"Apr 13, 2021 15:31:02.909914452 CEST",3a:07:16:cb:a7:f4,1291,384,-80
1453,"Apr 13, 2021 15:31:52.511520356 CEST",f2:42:89:7e:73:bd,1794,458,-67
1060,"Apr 13, 2021 15:31:38.585298173 CEST",f2:42:89:7e:73:bd,1655,458,-67
227,"Apr 13, 2021 15:31:05.715259461 CEST",f2:42:89:7e:73:bd,1316,458,-68
333,"Apr 13, 2021 15:31:09.504040353 CEST",f2:42:89:7e:73:bd,1357,458,-68
560,"Apr 13, 2021 15:31:19.392142674 CEST",40:ee:dd:0e:38:54,3524,305,-80
234,"Apr 13, 2021 15:31:06.045405564 CEST",40:ee:dd:0e:38:54,3389,305,-80
1409,"Apr 13, 2021 15:31:50.668347421 CEST",f2:42:89:7e:73:bd,1776,458,-66
1217,"Apr 13, 2021 15:31:44.212097782 CEST",c4:ea:1d:53:75:c3,519,243,-86
1069,"Apr 13, 2021 15:31:38.897342463 CEST",f2:42:89:7e:73:bd,1658,458,-67
670,"Apr 13, 2021 15:31:23.328461601 CEST",f2:42:89:7e:73:bd,1494,458,-67
213,"Apr 13, 2021 15:31:05.142264879 CEST",40:ee:dd:0e:38:54,3380,305,-80
290,"Apr 13, 2021 15:31:07.851768231 CEST",40:ee:dd:0e:38:54,3407,305,-79
1565,"Apr 13, 2021 15:31:56.731043872 CEST",3a:07:16:cb:a7:f4,1729,384,-80
1016,"Apr 13, 2021 15:31:36.537314627 CEST",f2:42:89:7e:73:bd,1633,458,-67
179,"Apr 13, 2021 15:31:03.872098610 CEST",f2:42:89:7e:73:bd,1298,458,-69
368,"Apr 13, 2021 15:31:11.062997536 CEST",40:ee:dd:0e:38:54,3439,305,-80
364,"Apr 13, 2021 15:31:10.937605264 CEST",f2:42:89:7e:73:bd,1371,458,-68
922,"Apr 13, 2021 15:31:32.543769987 CEST",f2:42:89:7e:73:bd,1592,458,-67
1273,"Apr 13, 2021 15:31:46.260375220 CEST",c4:ea:1d:53:75:c3,539,243,-86
519,"Apr 13, 2021 15:31:18.207912054 CEST",f2:42:89:7e:73:bd,1443,458,-65
1196,"Apr 13, 2021 15:31:43.398057882 CEST",f2:42:89:7e:73:bd,1702,458,-66
2450,"Apr 13, 2021 15:32:26.222083271 CEST",3a:07:16:cb:a7:f4,1969,384,-79
415,"Apr 13, 2021 15:31:13.574077192 CEST",40:ee:dd:0e:38:54,3464,305,-79
1345,"Apr 13, 2021 15:31:48.724879401 CEST",f2:42:89:7e:73:bd,1757,458,-67
1257,"Apr 13, 2021 15:31:45.650796237 CEST",f2:42:89:7e:73:bd,1726,458,-66
2142,"Apr 13, 2021 15:32:17.601806349 CEST",f2:42:89:7e:73:bd,2063,458,-67
2342,"Apr 13, 2021 15:32:23.539345054 CEST",f2:42:89:7e:73:bd,2123,459,-67
2308,"Apr 13, 2021 15:32:22.212089263 CEST",40:ee:dd:0e:38:54,73,305,-79
220,"Apr 13, 2021 15:31:05.408077521 CEST",f2:42:89:7e:73:bd,1313,458,-67
504,"Apr 13, 2021 15:31:17.655430974 CEST",3a:07:16:cb:a7:f4,1411,384,-78
1837,"Apr 13, 2021 15:32:07.149953148 CEST",c4:ea:1d:53:75:c3,756,243,-85
1886,"Apr 13, 2021 15:32:09.407340348 CEST",f2:42:89:7e:73:bd,1972,458,-66
891,"Apr 13, 2021 15:31:31.417383943 CEST",f2:42:89:7e:73:bd,1581,458,-66
1292,"Apr 13, 2021 15:31:46.982027324 CEST",f2:42:89:7e:73:bd,1740,458,-67
155,"Apr 13, 2021 15:31:02.950499152 CEST",f2:42:89:7e:73:bd,1289,458,-68
257,"Apr 13, 2021 15:31:06.841668692 CEST",f2:42:89:7e:73:bd,1328,458,-68
2280,"Apr 13, 2021 15:32:21.490409571 CEST",f2:42:89:7e:73:bd,2103,458,-68
1259,"Apr 13, 2021 15:31:45.753197387 CEST",f2:42:89:7e:73:bd,1727,458,-66
2157,"Apr 13, 2021 15:32:18.008837927 CEST",f2:42:89:7e:73:bd,2068,458,-66
1900,"Apr 13, 2021 15:32:10.226528668 CEST",f2:42:89:7e:73:bd,1980,458,-67
1626,"Apr 13, 2021 15:31:58.757863344 CEST",f2:42:89:7e:73:bd,1862,458,-66
174,"Apr 13, 2021 15:31:03.667300569 CEST",f2:42:89:7e:73:bd,1296,458,-69
2324,"Apr 13, 2021 15:32:22.821557059 CEST",f2:42:89:7e:73:bd,2116,458,-68
2250,"Apr 13, 2021 15:32:20.568796425 CEST",f2:42:89:7e:73:bd,2094,458,-67
551,"Apr 13, 2021 15:31:19.027132710 CEST",f2:42:89:7e:73:bd,1451,458,-69
693,"Apr 13, 2021 15:31:24.351854241 CEST",f2:42:89:7e:73:bd,1504,458,-67
2464,"Apr 13, 2021 15:32:26.610377271 CEST",f2:42:89:7e:73:bd,2155,459,-67
2007,"Apr 13, 2021 15:32:14.179926723 CEST",3a:07:16:cb:a7:f4,1871,384,-79
68,"Apr 13, 2021 15:31:00.083337902 CEST",f2:42:89:7e:73:bd,1261,458,-68
151,"Apr 13, 2021 15:31:02.848189913 CEST",f2:42:89:7e:73:bd,1288,458,-69
201,"Apr 13, 2021 15:31:04.640494577 CEST",40:ee:dd:0e:38:54,3375,305,-81
2276,"Apr 13, 2021 15:32:21.285576121 CEST",f2:42:89:7e:73:bd,2101,458,-67
561,"Apr 13, 2021 15:31:19.436723273 CEST",f2:42:89:7e:73:bd,1455,458,-67
2435,"Apr 13, 2021 15:32:25.683828860 CEST",c4:ea:1d:53:75:c3,953,243,-87
2061,"Apr 13, 2021 15:32:15.960851448 CEST",f2:42:89:7e:73:bd,2036,458,-67
266,"Apr 13, 2021 15:31:07.046455558 CEST",f2:42:89:7e:73:bd,1332,458,-67
1932,"Apr 13, 2021 15:32:11.455314536 CEST",f2:42:89:7e:73:bd,1992,458,-67
631,"Apr 13, 2021 15:31:21.996701327 CEST",f2:42:89:7e:73:bd,1480,458,-67
594,"Apr 13, 2021 15:31:20.596372067 CEST",40:ee:dd:0e:38:54,3536,305,-79
663,"Apr 13, 2021 15:31:23.123057339 CEST",f2:42:89:7e:73:bd,1492,458,-67
2438,"Apr 13, 2021 15:32:25.791133567 CEST",f2:42:89:7e:73:bd,2147,459,-67
2220,"Apr 13, 2021 15:32:19.749609152 CEST",f2:42:89:7e:73:bd,2086,459,-67
803,"Apr 13, 2021 15:31:27.833407656 CEST",f2:42:89:7e:73:bd,1543,458,-67
860,"Apr 13, 2021 15:31:30.290990705 CEST",f2:42:89:7e:73:bd,1570,458,-66
1479,"Apr 13, 2021 15:31:53.659072220 CEST",3a:07:16:cb:a7:f4,1704,384,-81
596,"Apr 13, 2021 15:31:20.665490563 CEST",f2:42:89:7e:73:bd,1467,458,-68
1872,"Apr 13, 2021 15:32:08.588139527 CEST",f2:42:89:7e:73:bd,1964,458,-66
1265,"Apr 13, 2021 15:31:45.958026926 CEST",f2:42:89:7e:73:bd,1729,458,-66
1204,"Apr 13, 2021 15:31:43.705230254 CEST",f2:42:89:7e:73:bd,1705,458,-66
1148,"Apr 13, 2021 15:31:41.268736689 CEST",40:ee:dd:0e:38:54,3754,305,-80
917,"Apr 13, 2021 15:31:32.137158504 CEST",f2:42:89:7e:73:bd,1588,458,-68
2042,"Apr 13, 2021 15:32:15.346465429 CEST",f2:42:89:7e:73:bd,2030,458,-68
955,"Apr 13, 2021 15:31:34.244139217 CEST",3a:07:16:cb:a7:f4,1546,384,-79
115,"Apr 13, 2021 15:31:01.312108753 CEST",f2:42:89:7e:73:bd,1273,458,-67
1615,"Apr 13, 2021 15:31:58.328483952 CEST",3a:07:16:cb:a7:f4,1742,384,-80
795,"Apr 13, 2021 15:31:27.721300034 CEST",40:ee:dd:0e:38:54,3610,305,-79
112,"Apr 13, 2021 15:31:01.228555251 CEST",40:ee:dd:0e:38:54,3341,305,-79
279,"Apr 13, 2021 15:31:07.456061137 CEST",f2:42:89:7e:73:bd,1337,458,-68
1786,"Apr 13, 2021 15:32:05.311382894 CEST",f2:42:89:7e:73:bd,1926,458,-66
1885,"Apr 13, 2021 15:32:09.402334893 CEST",c4:ea:1d:53:75:c3,779,243,-86
2070,"Apr 13, 2021 15:32:16.268049521 CEST",f2:42:89:7e:73:bd,2039,459,-66
1036,"Apr 13, 2021 15:31:37.248922856 CEST",c4:ea:1d:53:75:c3,447,243,-86
1704,"Apr 13, 2021 15:32:01.646224776 CEST",3a:07:16:cb:a7:f4,1769,384,-80
1865,"Apr 13, 2021 15:32:08.076135312 CEST",f2:42:89:7e:73:bd,1959,458,-66
768,"Apr 13, 2021 15:31:27.240038625 CEST",3a:07:16:cb:a7:f4,1489,384,-79
339,"Apr 13, 2021 15:31:09.791155914 CEST",3a:07:16:cb:a7:f4,1347,384,-79
476,"Apr 13, 2021 15:31:16.481963663 CEST",40:ee:dd:0e:38:54,3493,305,-79
580,"Apr 13, 2021 15:31:20.113024987 CEST",3a:07:16:cb:a7:f4,1431,384,-79
1959,"Apr 13, 2021 15:32:12.479283436 CEST",f2:42:89:7e:73:bd,2002,458,-66
1616,"Apr 13, 2021 15:31:58.348245892 CEST",f2:42:89:7e:73:bd,1858,458,-66
1998,"Apr 13, 2021 15:32:13.934157970 CEST",3a:07:16:cb:a7:f4,1869,384,-79
2495,"Apr 13, 2021 15:32:27.736974515 CEST",f2:42:89:7e:73:bd,2167,458,-67
743,"Apr 13, 2021 15:31:26.256988686 CEST",3a:07:16:cb:a7:f4,1481,384,-79
2294,"Apr 13, 2021 15:32:21.810685634 CEST",40:ee:dd:0e:38:54,69,305,-81
2381,"Apr 13, 2021 15:32:24.255152560 CEST",f2:42:89:7e:73:bd,2132,459,-67
703,"Apr 13, 2021 15:31:24.761441941 CEST",f2:42:89:7e:73:bd,1508,458,-68
549,"Apr 13, 2021 15:31:19.007113684 CEST",3a:07:16:cb:a7:f4,1422,384,-80
1751,"Apr 13, 2021 15:32:03.735176800 CEST",3a:07:16:cb:a7:f4,1786,384,-81
1063,"Apr 13, 2021 15:31:38.667798119 CEST",3a:07:16:cb:a7:f4,1582,384,-80
696,"Apr 13, 2021 15:31:24.454271385 CEST",f2:42:89:7e:73:bd,1505,459,-66
784,"Apr 13, 2021 15:31:27.608663365 CEST",3a:07:16:cb:a7:f4,1492,384,-80
1972,"Apr 13, 2021 15:32:13.074001451 CEST",3a:07:16:cb:a7:f4,1862,384,-80
2107,"Apr 13, 2021 15:32:17.397553699 CEST",f2:42:89:7e:73:bd,2052,458,-67
1722,"Apr 13, 2021 15:32:02.445835118 CEST",f2:42:89:7e:73:bd,1898,458,-66
819,"Apr 13, 2021 15:31:28.544998355 CEST",c4:ea:1d:53:75:c3,359,243,-85
206,"Apr 13, 2021 15:31:04.896081059 CEST",f2:42:89:7e:73:bd,1308,458,-68
1669,"Apr 13, 2021 15:32:00.191436636 CEST",f2:42:89:7e:73:bd,1876,458,-66
2311,"Apr 13, 2021 15:32:22.309799733 CEST",f2:42:89:7e:73:bd,2111,459,-67
880,"Apr 13, 2021 15:31:31.110169527 CEST",f2:42:89:7e:73:bd,1578,458,-66
1411,"Apr 13, 2021 15:31:50.770742565 CEST",f2:42:89:7e:73:bd,1777,459,-66
1555,"Apr 13, 2021 15:31:56.402679839 CEST",f2:42:89:7e:73:bd,1834,458,-67
1844,"Apr 13, 2021 15:32:07.359346885 CEST",f2:42:89:7e:73:bd,1950,458,-67
1804,"Apr 13, 2021 15:32:06.232952390 CEST",f2:42:89:7e:73:bd,1935,458,-67
1714,"Apr 13, 2021 15:32:02.014881782 CEST",3a:07:16:cb:a7:f4,1772,384,-81
1417,"Apr 13, 2021 15:31:50.970448478 CEST",c4:ea:1d:53:75:c3,589,243,-85
343,"Apr 13, 2021 15:31:09.959120989 CEST",40:ee:dd:0e:38:54,3428,305,-80
294,"Apr 13, 2021 15:31:07.968051384 CEST",f2:42:89:7e:73:bd,1342,458,-69
385,"Apr 13, 2021 15:31:11.756807552 CEST",f2:42:89:7e:73:bd,1379,458,-67
1706,"Apr 13, 2021 15:32:01.727409192 CEST",f2:42:89:7e:73:bd,1891,458,-66
1274,"Apr 13, 2021 15:31:46.265185469 CEST",f2:42:89:7e:73:bd,1732,458,-67
1635,"Apr 13, 2021 15:31:59.066108687 CEST",3a:07:16:cb:a7:f4,1748,384,-81
2050,"Apr 13, 2021 15:32:15.546729582 CEST",c4:ea:1d:53:75:c3,847,243,-87
1698,"Apr 13, 2021 15:32:01.420227601 CEST",f2:42:89:7e:73:bd,1888,458,-66
926,"Apr 13, 2021 15:31:33.015355794 CEST",3a:07:16:cb:a7:f4,1536,384,-79
1504,"Apr 13, 2021 15:31:54.457112878 CEST",f2:42:89:7e:73:bd,1815,458,-66
393,"Apr 13, 2021 15:31:12.269654402 CEST",f2:42:89:7e:73:bd,1384,458,-67
976,"Apr 13, 2021 15:31:35.410929142 CEST",f2:42:89:7e:73:bd,1620,458,-66
1713,"Apr 13, 2021 15:32:01.941115488 CEST",40:ee:dd:0e:38:54,3962,305,-80
2246,"Apr 13, 2021 15:32:20.466408405 CEST",f2:42:89:7e:73:bd,2093,458,-68
1791,"Apr 13, 2021 15:32:05.618558060 CEST",f2:42:89:7e:73:bd,1929,458,-67
826,"Apr 13, 2021 15:31:28.754990632 CEST",f2:42:89:7e:73:bd,1553,458,-67
1644,"Apr 13, 2021 15:31:59.372235395 CEST",f2:42:89:7e:73:bd,1868,458,-67
1950,"Apr 13, 2021 15:32:12.176932278 CEST",40:ee:dd:0e:38:54,4064,305,-80
2443,"Apr 13, 2021 15:32:25.925084400 CEST",40:ee:dd:0e:38:54,110,305,-79
2425,"Apr 13, 2021 15:32:25.381541537 CEST",f2:42:89:7e:73:bd,2143,459,-67
621,"Apr 13, 2021 15:31:21.590050942 CEST",3a:07:16:cb:a7:f4,1443,384,-80
101,"Apr 13, 2021 15:31:00.902532019 CEST",f2:42:89:7e:73:bd,1269,458,-68
1832,"Apr 13, 2021 15:32:07.052138126 CEST",f2:42:89:7e:73:bd,1945,458,-67
