frame.number,frame.time,wlan.sa,wlan.seq,frame.len,radiotap.dbm_antsignal
"1","Jun 12, 2025 21:02:37.026034889 CEST","c4:ea:1d:53:75:c3","3391","243","-63"
"2","Jun 12, 2025 21:02:37.062108750 CEST","40:ee:dd:0e:38:54","3812","305","-65"
"4","Jun 12, 2025 21:02:37.144762347 CEST","f2:42:89:7e:73:bd","824","458","-65"
"5","Jun 12, 2025 21:02:37.162418713 CEST","40:ee:dd:0e:38:54","3813","305","-66"
"6","Jun 12, 2025 21:02:37.193565341 CEST","3a:07:16:cb:a7:f4","1335","384","-64"
"7","Jun 12, 2025 21:02:37.247165104 CEST","f2:42:89:7e:73:bd","825","458","-67"
"8","Jun 12, 2025 21:02:37.262765552 CEST","40:ee:dd:0e:38:54","3814","305","-67"
"9","Jun 12, 2025 21:02:37.316308394 CEST","3a:07:16:cb:a7:f4","1336","384","-65"
"10","Jun 12, 2025 21:02:37.333186588 CEST","c4:ea:1d:53:75:c3","3394","243","-65"
"11","Jun 12, 2025 21:02:37.363139419 CEST","40:ee:dd:0e:38:54","3815","305","-67"
"15","Jun 12, 2025 21:02:37.538027161 CEST","c4:ea:1d:53:75:c3","3397","243","-63"
"16","Jun 12, 2025 21:02:37.640388851 CEST","c4:ea:1d:53:75:c3","3398","243","-64"
"17","Jun 12, 2025 21:02:37.764548704 CEST","40:ee:dd:0e:38:54","3819","305","-67"
"18","Jun 12, 2025 21:02:37.807839894 CEST","3a:07:16:cb:a7:f4","1340","384","-66"
"23","Jun 12, 2025 21:02:37.861531288 CEST","f2:42:89:7e:73:bd","831","458","-66"
"24","Jun 12, 2025 21:02:37.864886464 CEST","40:ee:dd:0e:38:54","3820","305","-68"
"25","Jun 12, 2025 21:02:37.930719975 CEST","3a:07:16:cb:a7:f4","1341","384","-64"
"26","Jun 12, 2025 21:02:37.947620797 CEST","c4:ea:1d:53:75:c3","3402","243","-65"
"31","Jun 12, 2025 21:02:38.053597123 CEST","3a:07:16:cb:a7:f4","1342","384","-62"
"32","Jun 12, 2025 21:02:38.154242254 CEST","3a:07:16:c6:72:54","1025","384","-71"
"33","Jun 12, 2025 21:02:38.156102477 CEST","c4:ea:1d:53:75:c3","3409","243","-63"
"34","Jun 12, 2025 21:02:38.166032231 CEST","40:ee:dd:0e:38:54","3823","305","-66"
"35","Jun 12, 2025 21:02:38.169624867 CEST","f2:42:89:7e:73:bd","834","458","-66"
"36","Jun 12, 2025 21:02:38.254772496 CEST","c4:ea:1d:53:75:c3","3411","243","-65"
"38","Jun 12, 2025 21:02:38.266292606 CEST","40:ee:dd:0e:38:54","3824","305","-67"
"39","Jun 12, 2025 21:02:38.299356727 CEST","3a:07:16:cb:a7:f4","1344","384","-63"
"44","Jun 12, 2025 21:02:38.357181888 CEST","c4:ea:1d:53:75:c3","3414","243","-62"
"45","Jun 12, 2025 21:02:38.366628340 CEST","40:ee:dd:0e:38:54","3825","305","-66"
"46","Jun 12, 2025 21:02:38.373519859 CEST","f2:42:89:7e:73:bd","836","458","-67"
"47","Jun 12, 2025 21:02:38.422235481 CEST","3a:07:16:cb:a7:f4","1345","384","-67"
"48","Jun 12, 2025 21:02:38.459579895 CEST","c4:ea:1d:53:75:c3","3415","243","-62"
"49","Jun 12, 2025 21:02:38.475912209 CEST","f2:42:89:7e:73:bd","837","458","-66"
"50","Jun 12, 2025 21:02:38.545114725 CEST","3a:07:16:cb:a7:f4","1346","384","-63"
"51","Jun 12, 2025 21:02:38.561990334 CEST","c4:ea:1d:53:75:c3","3416","243","-62"
"52","Jun 12, 2025 21:02:38.567337034 CEST","40:ee:dd:0e:38:54","3827","305","-67"
"53","Jun 12, 2025 21:02:38.665042755 CEST","c4:ea:1d:53:75:c3","3417","243","-62"
"54","Jun 12, 2025 21:02:38.670346641 CEST","40:ee:dd:0e:38:54","3828","305","-67"
"55","Jun 12, 2025 21:02:38.680719888 CEST","f2:42:89:7e:73:bd","839","459","-65"
"56","Jun 12, 2025 21:02:38.708944566 CEST","38:e3:c5:3d:c4:e1","951","295","-74"
"57","Jun 12, 2025 21:02:38.766782089 CEST","c4:ea:1d:53:75:c3","3418","243","-63"
"58","Jun 12, 2025 21:02:38.790877192 CEST","3a:07:16:cb:a7:f4","1348","384","-63"
"59","Jun 12, 2025 21:02:38.868377690 CEST","40:ee:dd:0e:38:54","3830","305","-66"
"60","Jun 12, 2025 21:02:38.870246084 CEST","c4:ea:1d:53:75:c3","3419","243","-63"
"61","Jun 12, 2025 21:02:38.885541046 CEST","f2:42:89:7e:73:bd","841","458","-64"
"62","Jun 12, 2025 21:02:38.913754270 CEST","3a:07:16:cb:a7:f4","1349","384","-62"
"63","Jun 12, 2025 21:02:38.968741430 CEST","40:ee:dd:0e:38:54","3831","305","-67"
"64","Jun 12, 2025 21:02:39.036644059 CEST","3a:07:16:cb:a7:f4","1350","384","-62"
"65","Jun 12, 2025 21:02:39.069100352 CEST","40:ee:dd:0e:38:54","3832","305","-65"
"66","Jun 12, 2025 21:02:39.075929293 CEST","c4:ea:1d:53:75:c3","3421","243","-62"
"67","Jun 12, 2025 21:02:39.090313314 CEST","f2:42:89:7e:73:bd","843","458","-68"
"68","Jun 12, 2025 21:02:39.159524280 CEST","3a:07:16:cb:a7:f4","1351","384","-63"
"69","Jun 12, 2025 21:02:39.169448308 CEST","40:ee:dd:0e:38:54","3833","305","-67"
