frame.number,frame.time,wlan.sa,wlan.seq,frame.len,radiotap.dbm_antsignal,is_synthetic
84,"Jun 12, 2025 21:09:31.245395476 CEST",f2:42:89:7e:73:bd,1138,458,-74.0,
87,"Jun 12, 2025 21:09:31.347961522 CEST",f2:42:89:7e:73:bd,1139,458,-76.0,
127,"Jun 12, 2025 21:09:34.010801957 CEST",f2:42:89:7e:73:bd,1165,458,-75.0,
872,"Jun 12, 2025 21:10:42.823835935 CEST",f2:42:89:7e:73:bd,1942,458,-73.0,
932,"Jun 12, 2025 21:10:48.863854362 CEST",f2:42:89:7e:73:bd,2003,458,-75.0,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-75.23505369895398,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-74.59606144706626,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-73.59562761285662,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-73.26635833508078,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-74.53462570827566,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-74.45283862578985,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-74.29182458589806,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-75.46755043196188,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-74.28458301277523,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-74.73924627689053,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-73.0952971157841,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-73.66429759263511,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-73.91867406864218,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-73.91582286787438,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-74.13255114832987,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-76.14922846015767,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-72.28312596591664,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-74.05158048227523,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-76.07756465032408,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-74.84220544368176,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-74.29104786307909,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-76.16469905686618,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-74.99251098097534,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-73.4593428307589,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-74.07974764004479,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-75.34041563957076,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-74.36264786980533,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-75.16456372023221,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-76.44780924045023,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-74.52743736907853,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-75.39183107871186,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-75.32752161809937,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-76.17286689814668,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-73.52861432301519,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-74.67086411348615,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-76.52789249662361,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-74.42496962590418,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-74.79973849224768,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-75.14284391784673,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-74.11420410341795,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-75.36478342833288,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-74.38322163126954,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-73.65360312519182,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-73.52399909766272,
-2,synthetic,f2:42:89:7e:73:bd,-1,-1,-76.05561706352998,
9,"Jun 12, 2025 21:09:24.588702191 CEST",40:ee:dd:0e:38:54,3926,305,-72.0,
33,"Jun 12, 2025 21:09:26.696081489 CEST",40:ee:dd:0e:38:54,3949,305,-71.0,
35,"Jun 12, 2025 21:09:26.796448093 CEST",40:ee:dd:0e:38:54,3950,305,-71.0,
38,"Jun 12, 2025 21:09:26.896782290 CEST",40:ee:dd:0e:38:54,3951,305,-69.0,
41,"Jun 12, 2025 21:09:27.098313225 CEST",40:ee:dd:0e:38:54,3953,305,-68.0,
42,"Jun 12, 2025 21:09:27.197846832 CEST",40:ee:dd:0e:38:54,3954,305,-71.0,
44,"Jun 12, 2025 21:09:27.298221537 CEST",40:ee:dd:0e:38:54,3955,305,-72.0,
51,"Jun 12, 2025 21:09:27.699588010 CEST",40:ee:dd:0e:38:54,3960,305,-74.0,
56,"Jun 12, 2025 21:09:28.000827644 CEST",40:ee:dd:0e:38:54,3963,305,-73.0,
57,"Jun 12, 2025 21:09:28.101029702 CEST",40:ee:dd:0e:38:54,3964,305,-74.0,
59,"Jun 12, 2025 21:09:28.502420339 CEST",40:ee:dd:0e:38:54,3968,305,-74.0,
80,"Jun 12, 2025 21:09:30.912364788 CEST",40:ee:dd:0e:38:54,3994,305,-74.0,
83,"Jun 12, 2025 21:09:31.211913844 CEST",40:ee:dd:0e:38:54,3997,305,-75.0,
97,"Jun 12, 2025 21:09:32.315760919 CEST",40:ee:dd:0e:38:54,4008,305,-73.0,
129,"Jun 12, 2025 21:09:34.225371771 CEST",40:ee:dd:0e:38:54,4027,305,-73.0,
139,"Jun 12, 2025 21:09:34.623850516 CEST",40:ee:dd:0e:38:54,4031,305,-73.0,
146,"Jun 12, 2025 21:09:35.331186623 CEST",40:ee:dd:0e:38:54,4039,305,-73.0,
151,"Jun 12, 2025 21:09:35.735854424 CEST",40:ee:dd:0e:38:54,4043,305,-72.0,
153,"Jun 12, 2025 21:09:35.928390639 CEST",40:ee:dd:0e:38:54,4045,305,-72.0,
156,"Jun 12, 2025 21:09:36.028764716 CEST",40:ee:dd:0e:38:54,4046,305,-73.0,
177,"Jun 12, 2025 21:09:38.236472694 CEST",40:ee:dd:0e:38:54,4068,305,-74.0,
180,"Jun 12, 2025 21:09:38.537546804 CEST",40:ee:dd:0e:38:54,4071,305,-72.0,
181,"Jun 12, 2025 21:09:38.637915224 CEST",40:ee:dd:0e:38:54,4072,305,-72.0,
185,"Jun 12, 2025 21:09:39.440701947 CEST",40:ee:dd:0e:38:54,4080,305,-71.0,
188,"Jun 12, 2025 21:09:39.741762927 CEST",40:ee:dd:0e:38:54,4083,305,-72.0,
195,"Jun 12, 2025 21:09:40.143190999 CEST",40:ee:dd:0e:38:54,4087,305,-72.0,
197,"Jun 12, 2025 21:09:40.343886004 CEST",40:ee:dd:0e:38:54,4090,305,-74.0,
202,"Jun 12, 2025 21:09:40.644907523 CEST",40:ee:dd:0e:38:54,4093,305,-72.0,
205,"Jun 12, 2025 21:09:41.146695216 CEST",40:ee:dd:0e:38:54,2,305,-72.0,
208,"Jun 12, 2025 21:09:41.347376252 CEST",40:ee:dd:0e:38:54,4,305,-74.0,
211,"Jun 12, 2025 21:09:41.447720227 CEST",40:ee:dd:0e:38:54,5,305,-72.0,
234,"Jun 12, 2025 21:09:42.451249238 CEST",40:ee:dd:0e:38:54,15,305,-73.0,
247,"Jun 12, 2025 21:09:43.956503223 CEST",40:ee:dd:0e:38:54,30,305,-72.0,
249,"Jun 12, 2025 21:09:44.359826718 CEST",40:ee:dd:0e:38:54,34,305,-73.0,
250,"Jun 12, 2025 21:09:44.458276947 CEST",40:ee:dd:0e:38:54,35,305,-73.0,
255,"Jun 12, 2025 21:09:44.759305730 CEST",40:ee:dd:0e:38:54,38,305,-72.0,
266,"Jun 12, 2025 21:09:46.267458757 CEST",40:ee:dd:0e:38:54,54,305,-73.0,
268,"Jun 12, 2025 21:09:46.570834557 CEST",40:ee:dd:0e:38:54,57,305,-73.0,
276,"Jun 12, 2025 21:09:47.669515192 CEST",40:ee:dd:0e:38:54,68,305,-73.0,
281,"Jun 12, 2025 21:09:48.271622625 CEST",40:ee:dd:0e:38:54,74,305,-72.0,
282,"Jun 12, 2025 21:09:48.371970022 CEST",40:ee:dd:0e:38:54,75,305,-73.0,
289,"Jun 12, 2025 21:09:48.975769989 CEST",40:ee:dd:0e:38:54,81,305,-73.0,
299,"Jun 12, 2025 21:09:49.776891905 CEST",40:ee:dd:0e:38:54,89,305,-72.0,
302,"Jun 12, 2025 21:09:49.977610865 CEST",40:ee:dd:0e:38:54,91,305,-71.0,
309,"Jun 12, 2025 21:09:50.880735278 CEST",40:ee:dd:0e:38:54,100,305,-72.0,
310,"Jun 12, 2025 21:09:50.981161806 CEST",40:ee:dd:0e:38:54,101,305,-73.0,
313,"Jun 12, 2025 21:09:51.282210354 CEST",40:ee:dd:0e:38:54,104,305,-72.0,
315,"Jun 12, 2025 21:09:51.683584719 CEST",40:ee:dd:0e:38:54,108,305,-72.0,
316,"Jun 12, 2025 21:09:51.783926319 CEST",40:ee:dd:0e:38:54,109,305,-72.0,
317,"Jun 12, 2025 21:09:51.884280003 CEST",40:ee:dd:0e:38:54,110,305,-72.0,
319,"Jun 12, 2025 21:09:52.185328341 CEST",40:ee:dd:0e:38:54,113,305,-72.0,
321,"Jun 12, 2025 21:09:52.486358312 CEST",40:ee:dd:0e:38:54,116,305,-72.0,
330,"Jun 12, 2025 21:09:52.787434517 CEST",40:ee:dd:0e:38:54,119,305,-73.0,
332,"Jun 12, 2025 21:09:52.887784918 CEST",40:ee:dd:0e:38:54,120,305,-72.0,
336,"Jun 12, 2025 21:09:53.088498151 CEST",40:ee:dd:0e:38:54,122,305,-73.0,
337,"Jun 12, 2025 21:09:53.188831789 CEST",40:ee:dd:0e:38:54,123,305,-72.0,
340,"Jun 12, 2025 21:09:53.389542508 CEST",40:ee:dd:0e:38:54,125,305,-72.0,
341,"Jun 12, 2025 21:09:53.489885436 CEST",40:ee:dd:0e:38:54,126,305,-73.0,
343,"Jun 12, 2025 21:09:53.590997596 CEST",40:ee:dd:0e:38:54,127,305,-73.0,
345,"Jun 12, 2025 21:09:53.891289833 CEST",40:ee:dd:0e:38:54,130,305,-72.0,
347,"Jun 12, 2025 21:09:53.991634716 CEST",40:ee:dd:0e:38:54,131,305,-72.0,
356,"Jun 12, 2025 21:09:54.493402294 CEST",40:ee:dd:0e:38:54,138,305,-72.0,
367,"Jun 12, 2025 21:09:55.100356432 CEST",40:ee:dd:0e:38:54,144,305,-73.0,
370,"Jun 12, 2025 21:09:55.296738877 CEST",40:ee:dd:0e:38:54,146,305,-71.0,
371,"Jun 12, 2025 21:09:55.396572313 CEST",40:ee:dd:0e:38:54,147,305,-73.0,
374,"Jun 12, 2025 21:09:55.797969655 CEST",40:ee:dd:0e:38:54,152,305,-72.0,
375,"Jun 12, 2025 21:09:55.898304551 CEST",40:ee:dd:0e:38:54,153,305,-73.0,
377,"Jun 12, 2025 21:09:56.099015480 CEST",40:ee:dd:0e:38:54,155,305,-72.0,
380,"Jun 12, 2025 21:09:56.400069196 CEST",40:ee:dd:0e:38:54,158,305,-73.0,
389,"Jun 12, 2025 21:09:57.303234466 CEST",40:ee:dd:0e:38:54,167,305,-74.0,
402,"Jun 12, 2025 21:09:57.604299497 CEST",40:ee:dd:0e:38:54,170,305,-72.0,
406,"Jun 12, 2025 21:09:58.106049615 CEST",40:ee:dd:0e:38:54,175,305,-73.0,
410,"Jun 12, 2025 21:09:58.507436760 CEST",40:ee:dd:0e:38:54,179,305,-72.0,
417,"Jun 12, 2025 21:09:58.908871538 CEST",40:ee:dd:0e:38:54,183,305,-73.0,
418,"Jun 12, 2025 21:09:59.009207830 CEST",40:ee:dd:0e:38:54,184,305,-73.0,
419,"Jun 12, 2025 21:09:59.109576390 CEST",40:ee:dd:0e:38:54,185,305,-72.0,
420,"Jun 12, 2025 21:09:59.209928537 CEST",40:ee:dd:0e:38:54,186,305,-72.0,
