frame.number,frame.time,wlan.sa,wlan.seq,frame.len,radiotap.dbm_antsignal,is_synthetic
2,"Jun  5, 2025 00:40:23.318643583 CEST",f2:42:89:7e:73:bd,1350,458,-67,
6,"Jun  5, 2025 00:40:23.421042359 CEST",f2:42:89:7e:73:bd,1351,458,-66,
11,"Jun  5, 2025 00:40:23.523436106 CEST",f2:42:89:7e:73:bd,1352,458,-66,
19,"Jun  5, 2025 00:40:23.728233937 CEST",f2:42:89:7e:73:bd,1354,458,-66,
23,"Jun  5, 2025 00:40:23.831022357 CEST",f2:42:89:7e:73:bd,1355,458,-66,
27,"Jun  5, 2025 00:40:23.933035400 CEST",f2:42:89:7e:73:bd,1356,458,-66,
32,"Jun  5, 2025 00:40:24.035439204 CEST",f2:42:89:7e:73:bd,1357,458,-67,
40,"Jun  5, 2025 00:40:24.139358285 CEST",f2:42:89:7e:73:bd,1358,458,-66,
58,"Jun  5, 2025 00:40:24.240227397 CEST",f2:42:89:7e:73:bd,1359,458,-67,
74,"Jun  5, 2025 00:40:24.342633575 CEST",f2:42:89:7e:73:bd,1360,458,-66,
81,"Jun  5, 2025 00:40:24.445043246 CEST",f2:42:89:7e:73:bd,1361,458,-66,
87,"Jun  5, 2025 00:40:24.547441463 CEST",f2:42:89:7e:73:bd,1362,458,-66,
93,"Jun  5, 2025 00:40:24.649841287 CEST",f2:42:89:7e:73:bd,1363,458,-66,
97,"Jun  5, 2025 00:40:24.752227561 CEST",f2:42:89:7e:73:bd,1364,458,-66,
114,"Jun  5, 2025 00:40:24.854625010 CEST",f2:42:89:7e:73:bd,1365,458,-65,
122,"Jun  5, 2025 00:40:24.957025741 CEST",f2:42:89:7e:73:bd,1366,458,-66,
130,"Jun  5, 2025 00:40:25.059433736 CEST",f2:42:89:7e:73:bd,1367,458,-66,
135,"Jun  5, 2025 00:40:25.161839705 CEST",f2:42:89:7e:73:bd,1368,458,-65,
140,"Jun  5, 2025 00:40:25.264216970 CEST",f2:42:89:7e:73:bd,1369,458,-66,
147,"Jun  5, 2025 00:40:25.469025416 CEST",f2:42:89:7e:73:bd,1371,458,-65,
152,"Jun  5, 2025 00:40:25.571417417 CEST",f2:42:89:7e:73:bd,1372,458,-65,
156,"Jun  5, 2025 00:40:25.673830790 CEST",f2:42:89:7e:73:bd,1373,458,-65,
160,"Jun  5, 2025 00:40:25.776224746 CEST",f2:42:89:7e:73:bd,1375,458,-65,
167,"Jun  5, 2025 00:40:25.878609903 CEST",f2:42:89:7e:73:bd,1376,458,-66,
172,"Jun  5, 2025 00:40:25.984877537 CEST",f2:42:89:7e:73:bd,1377,458,-65,
193,"Jun  5, 2025 00:40:26.083413182 CEST",f2:42:89:7e:73:bd,1378,458,-66,
205,"Jun  5, 2025 00:40:26.185813843 CEST",f2:42:89:7e:73:bd,1379,458,-65,
219,"Jun  5, 2025 00:40:26.288203819 CEST",f2:42:89:7e:73:bd,1380,458,-66,
229,"Jun  5, 2025 00:40:26.390608531 CEST",f2:42:89:7e:73:bd,1381,458,-65,
240,"Jun  5, 2025 00:40:26.493003396 CEST",f2:42:89:7e:73:bd,1382,458,-66,
249,"Jun  5, 2025 00:40:26.596943359 CEST",f2:42:89:7e:73:bd,1383,458,-66,
256,"Jun  5, 2025 00:40:26.698227747 CEST",f2:42:89:7e:73:bd,1384,458,-65,
270,"Jun  5, 2025 00:40:26.800198605 CEST",f2:42:89:7e:73:bd,1385,458,-65,
278,"Jun  5, 2025 00:40:26.902617216 CEST",f2:42:89:7e:73:bd,1386,458,-66,
295,"Jun  5, 2025 00:40:27.005004468 CEST",f2:42:89:7e:73:bd,1387,458,-65,
