frame.number,frame.time,wlan.sa,wlan.seq,frame.len,radiotap.dbm_antsignal,is_synthetic
2,"Jun 12, 2025 20:59:21.358353330 CEST",f2:42:89:7e:73:bd,2884,458,-63,
3,"Jun 12, 2025 20:59:21.460717884 CEST",f2:42:89:7e:73:bd,2885,458,-63,
4,"Jun 12, 2025 20:59:21.563138171 CEST",f2:42:89:7e:73:bd,2886,458,-64,
5,"Jun 12, 2025 20:59:21.665516204 CEST",f2:42:89:7e:73:bd,2887,458,-61,
6,"Jun 12, 2025 20:59:21.767907506 CEST",f2:42:89:7e:73:bd,2888,458,-59,
8,"Jun 12, 2025 20:59:21.870315012 CEST",f2:42:89:7e:73:bd,2889,458,-59,
9,"Jun 12, 2025 20:59:21.972711483 CEST",f2:42:89:7e:73:bd,2890,458,-57,
11,"Jun 12, 2025 20:59:22.075122900 CEST",f2:42:89:7e:73:bd,2891,458,-57,
12,"Jun 12, 2025 20:59:22.177502819 CEST",f2:42:89:7e:73:bd,2892,458,-57,
14,"Jun 12, 2025 20:59:22.279906204 CEST",f2:42:89:7e:73:bd,2893,458,-56,
16,"Jun 12, 2025 20:59:22.382312942 CEST",f2:42:89:7e:73:bd,2894,458,-58,
17,"Jun 12, 2025 20:59:22.484728968 CEST",f2:42:89:7e:73:bd,2895,458,-56,
21,"Jun 12, 2025 20:59:22.587097852 CEST",f2:42:89:7e:73:bd,2896,458,-58,
23,"Jun 12, 2025 20:59:22.689495161 CEST",f2:42:89:7e:73:bd,2897,458,-57,
24,"Jun 12, 2025 20:59:22.791888209 CEST",f2:42:89:7e:73:bd,2898,458,-56,
25,"Jun 12, 2025 20:59:22.894287963 CEST",f2:42:89:7e:73:bd,2899,458,-59,
26,"Jun 12, 2025 20:59:22.996715932 CEST",f2:42:89:7e:73:bd,2900,458,-58,
27,"Jun 12, 2025 20:59:23.099114079 CEST",f2:42:89:7e:73:bd,2901,458,-58,
29,"Jun 12, 2025 20:59:23.201486874 CEST",f2:42:89:7e:73:bd,2902,458,-58,
30,"Jun 12, 2025 20:59:23.303904158 CEST",f2:42:89:7e:73:bd,2903,458,-57,
31,"Jun 12, 2025 20:59:23.406285543 CEST",f2:42:89:7e:73:bd,2904,458,-59,
32,"Jun 12, 2025 20:59:23.508706738 CEST",f2:42:89:7e:73:bd,2905,458,-58,
34,"Jun 12, 2025 20:59:23.611100275 CEST",f2:42:89:7e:73:bd,2906,458,-59,
35,"Jun 12, 2025 20:59:23.713483686 CEST",f2:42:89:7e:73:bd,2907,458,-57,
36,"Jun 12, 2025 20:59:23.815906348 CEST",f2:42:89:7e:73:bd,2908,458,-58,
37,"Jun 12, 2025 20:59:23.918368330 CEST",f2:42:89:7e:73:bd,2909,458,-59,
42,"Jun 12, 2025 20:59:24.023750585 CEST",f2:42:89:7e:73:bd,2912,458,-57,
44,"Jun 12, 2025 20:59:24.123097716 CEST",f2:42:89:7e:73:bd,2913,458,-57,
45,"Jun 12, 2025 20:59:24.225478822 CEST",f2:42:89:7e:73:bd,2914,458,-59,
46,"Jun 12, 2025 20:59:24.327873337 CEST",f2:42:89:7e:73:bd,2915,458,-58,
48,"Jun 12, 2025 20:59:24.532691143 CEST",f2:42:89:7e:73:bd,2917,458,-59,
50,"Jun 12, 2025 20:59:24.737472421 CEST",f2:42:89:7e:73:bd,2919,458,-58,
51,"Jun 12, 2025 20:59:24.839864981 CEST",f2:42:89:7e:73:bd,2920,458,-57,
55,"Jun 12, 2025 20:59:24.942262779 CEST",f2:42:89:7e:73:bd,2921,458,-58,
56,"Jun 12, 2025 20:59:25.044694729 CEST",f2:42:89:7e:73:bd,2922,458,-58,
57,"Jun 12, 2025 20:59:25.147088057 CEST",f2:42:89:7e:73:bd,2923,458,-57,
59,"Jun 12, 2025 20:59:25.249460782 CEST",f2:42:89:7e:73:bd,2924,458,-56,
61,"Jun 12, 2025 20:59:25.351859488 CEST",f2:42:89:7e:73:bd,2925,458,-57,
62,"Jun 12, 2025 20:59:25.659083053 CEST",f2:42:89:7e:73:bd,2928,458,-57,
64,"Jun 12, 2025 20:59:25.761456127 CEST",f2:42:89:7e:73:bd,2929,458,-56,
66,"Jun 12, 2025 20:59:25.863858744 CEST",f2:42:89:7e:73:bd,2930,458,-58,
67,"Jun 12, 2025 20:59:25.966259895 CEST",f2:42:89:7e:73:bd,2931,458,-58,
68,"Jun 12, 2025 20:59:26.068645121 CEST",f2:42:89:7e:73:bd,2932,458,-57,
75,"Jun 12, 2025 20:59:26.273452800 CEST",f2:42:89:7e:73:bd,2936,458,-57,
78,"Jun 12, 2025 20:59:26.478267183 CEST",f2:42:89:7e:73:bd,2938,458,-58,
79,"Jun 12, 2025 20:59:26.580660860 CEST",f2:42:89:7e:73:bd,2939,458,-58,
80,"Jun 12, 2025 20:59:26.785463300 CEST",f2:42:89:7e:73:bd,2941,458,-57,
82,"Jun 12, 2025 20:59:26.887857257 CEST",f2:42:89:7e:73:bd,2942,458,-57,
84,"Jun 12, 2025 20:59:26.990237455 CEST",f2:42:89:7e:73:bd,2943,458,-56,
85,"Jun 12, 2025 20:59:27.092651735 CEST",f2:42:89:7e:73:bd,2944,458,-57,
87,"Jun 12, 2025 20:59:27.195061686 CEST",f2:42:89:7e:73:bd,2945,458,-57,
88,"Jun 12, 2025 20:59:27.297440906 CEST",f2:42:89:7e:73:bd,2946,458,-57,
90,"Jun 12, 2025 20:59:27.399838075 CEST",f2:42:89:7e:73:bd,2947,458,-57,
91,"Jun 12, 2025 20:59:27.502239854 CEST",f2:42:89:7e:73:bd,2948,458,-57,
92,"Jun 12, 2025 20:59:27.604650852 CEST",f2:42:89:7e:73:bd,2949,458,-57,
93,"Jun 12, 2025 20:59:27.713103750 CEST",f2:42:89:7e:73:bd,2950,458,-57,
95,"Jun 12, 2025 20:59:27.809445261 CEST",f2:42:89:7e:73:bd,2951,458,-59,
96,"Jun 12, 2025 20:59:27.911830487 CEST",f2:42:89:7e:73:bd,2952,458,-57,
