frame.number,frame.time,wlan.sa,wlan.seq,frame.len,radiotap.dbm_antsignal,is_synthetic
5,"Jun 12, 2025 20:47:13.263462627 CEST",f2:42:89:7e:73:bd,3565,458,-57,
7,"Jun 12, 2025 20:47:13.365141688 CEST",f2:42:89:7e:73:bd,3566,458,-55,
11,"Jun 12, 2025 20:47:13.467543398 CEST",f2:42:89:7e:73:bd,3567,458,-57,
16,"Jun 12, 2025 20:47:13.569939449 CEST",f2:42:89:7e:73:bd,3568,458,-56,
20,"Jun 12, 2025 20:47:13.672341927 CEST",f2:42:89:7e:73:bd,3569,458,-56,
22,"Jun 12, 2025 20:47:13.774732880 CEST",f2:42:89:7e:73:bd,3570,458,-56,
30,"Jun 12, 2025 20:47:13.877132145 CEST",f2:42:89:7e:73:bd,3571,458,-56,
33,"Jun 12, 2025 20:47:13.979546006 CEST",f2:42:89:7e:73:bd,3572,458,-58,
35,"Jun 12, 2025 20:47:14.084585271 CEST",f2:42:89:7e:73:bd,3573,458,-58,
41,"Jun 12, 2025 20:47:14.286737095 CEST",f2:42:89:7e:73:bd,3575,458,-58,
43,"Jun 12, 2025 20:47:14.389127769 CEST",f2:42:89:7e:73:bd,3576,458,-56,
50,"Jun 12, 2025 20:47:14.491533739 CEST",f2:42:89:7e:73:bd,3577,458,-57,
56,"Jun 12, 2025 20:47:14.593926997 CEST",f2:42:89:7e:73:bd,3578,458,-58,
58,"Jun 12, 2025 20:47:14.696329754 CEST",f2:42:89:7e:73:bd,3579,458,-61,
60,"Jun 12, 2025 20:47:14.798714282 CEST",f2:42:89:7e:73:bd,3580,458,-59,
63,"Jun 12, 2025 20:47:14.901122556 CEST",f2:42:89:7e:73:bd,3581,458,-57,
65,"Jun 12, 2025 20:47:15.003526849 CEST",f2:42:89:7e:73:bd,3582,458,-55,
67,"Jun 12, 2025 20:47:15.105922622 CEST",f2:42:89:7e:73:bd,3583,458,-57,
69,"Jun 12, 2025 20:47:15.208328451 CEST",f2:42:89:7e:73:bd,3584,458,-60,
73,"Jun 12, 2025 20:47:15.310721151 CEST",f2:42:89:7e:73:bd,3585,458,-60,
75,"Jun 12, 2025 20:47:15.413124815 CEST",f2:42:89:7e:73:bd,3586,458,-60,
