frame.number,frame.time,wlan.sa,wlan.seq,frame.len,radiotap.dbm_antsignal,is_synthetic
6,"Jun 12, 2025 21:07:16.283810623 CEST",f2:42:89:7e:73:bd,3747,458,-68,
20,"Jun 12, 2025 21:07:16.797816489 CEST",f2:42:89:7e:73:bd,3752,458,-69,
33,"Jun 12, 2025 21:07:17.205385916 CEST",f2:42:89:7e:73:bd,3756,458,-71,
36,"Jun 12, 2025 21:07:17.307774774 CEST",f2:42:89:7e:73:bd,3757,458,-69,
45,"Jun 12, 2025 21:07:17.512575468 CEST",f2:42:89:7e:73:bd,3759,458,-73,
50,"Jun 12, 2025 21:07:17.614968168 CEST",f2:42:89:7e:73:bd,3760,458,-71,
56,"Jun 12, 2025 21:07:17.819786532 CEST",f2:42:89:7e:73:bd,3762,458,-71,
68,"Jun 12, 2025 21:07:18.127052630 CEST",f2:42:89:7e:73:bd,3765,458,-68,
72,"Jun 12, 2025 21:07:18.231661394 CEST",f2:42:89:7e:73:bd,3766,458,-70,
76,"Jun 12, 2025 21:07:18.331766233 CEST",f2:42:89:7e:73:bd,3767,458,-71,
86,"Jun 12, 2025 21:07:18.536570768 CEST",f2:42:89:7e:73:bd,3769,458,-70,
99,"Jun 12, 2025 21:07:18.946144849 CEST",f2:42:89:7e:73:bd,3775,458,-69,
143,"Jun 12, 2025 21:07:20.277351073 CEST",f2:42:89:7e:73:bd,3795,458,-69,
157,"Jun 12, 2025 21:07:20.789331402 CEST",f2:42:89:7e:73:bd,3800,458,-68,
183,"Jun 12, 2025 21:07:21.608547449 CEST",f2:42:89:7e:73:bd,3809,458,-72,
224,"Jun 12, 2025 21:07:23.656500335 CEST",f2:42:89:7e:73:bd,3829,458,-69,
227,"Jun 12, 2025 21:07:23.759174565 CEST",f2:42:89:7e:73:bd,3830,458,-70,
231,"Jun 12, 2025 21:07:23.963705322 CEST",f2:42:89:7e:73:bd,3832,458,-68,
238,"Jun 12, 2025 21:07:24.170764963 CEST",f2:42:89:7e:73:bd,3835,459,-69,
242,"Jun 12, 2025 21:07:24.275686266 CEST",f2:42:89:7e:73:bd,3836,458,-66,
247,"Jun 12, 2025 21:07:24.373287435 CEST",f2:42:89:7e:73:bd,3837,458,-68,
