frame.number,frame.time,wlan.sa,wlan.seq,frame.len,radiotap.dbm_antsignal,is_synthetic
1,"Apr 13, 2021 15:22:27.577145376 CEST",f2:42:89:7e:73:bd,183,458,-65.0,
3,"Apr 13, 2021 15:22:27.781976871 CEST",f2:42:89:7e:73:bd,185,458,-65.0,
4,"Apr 13, 2021 15:22:27.884364891 CEST",f2:42:89:7e:73:bd,186,458,-65.0,
6,"Apr 13, 2021 15:22:27.986751025 CEST",f2:42:89:7e:73:bd,187,458,-65.0,
7,"Apr 13, 2021 15:22:28.089140023 CEST",f2:42:89:7e:73:bd,188,458,-65.0,
10,"Apr 13, 2021 15:22:28.191535097 CEST",f2:42:89:7e:73:bd,189,458,-65.0,
12,"Apr 13, 2021 15:22:28.293941695 CEST",f2:42:89:7e:73:bd,190,458,-65.0,
13,"Apr 13, 2021 15:22:28.398054376 CEST",f2:42:89:7e:73:bd,191,458,-65.0,
14,"Apr 13, 2021 15:22:28.498750631 CEST",f2:42:89:7e:73:bd,192,458,-66.0,
16,"Apr 13, 2021 15:22:28.601214987 CEST",f2:42:89:7e:73:bd,193,458,-65.0,
17,"Apr 13, 2021 15:22:28.703541338 CEST",f2:42:89:7e:73:bd,194,458,-66.0,
19,"Apr 13, 2021 15:22:28.805950310 CEST",f2:42:89:7e:73:bd,195,458,-65.0,
24,"Apr 13, 2021 15:22:29.113134695 CEST",f2:42:89:7e:73:bd,198,458,-65.0,
26,"Apr 13, 2021 15:22:29.215542410 CEST",f2:42:89:7e:73:bd,199,459,-66.0,
28,"Apr 13, 2021 15:22:29.319039510 CEST",f2:42:89:7e:73:bd,200,458,-65.0,
29,"Apr 13, 2021 15:22:29.420338145 CEST",f2:42:89:7e:73:bd,201,458,-65.0,
30,"Apr 13, 2021 15:22:29.523741239 CEST",f2:42:89:7e:73:bd,202,458,-65.0,
35,"Apr 13, 2021 15:22:29.625131018 CEST",f2:42:89:7e:73:bd,204,458,-66.0,
37,"Apr 13, 2021 15:22:29.727542085 CEST",f2:42:89:7e:73:bd,205,458,-66.0,
39,"Apr 13, 2021 15:22:29.830381769 CEST",f2:42:89:7e:73:bd,206,458,-66.0,
42,"Apr 13, 2021 15:22:29.932402424 CEST",f2:42:89:7e:73:bd,207,458,-66.0,
43,"Apr 13, 2021 15:22:30.034709498 CEST",f2:42:89:7e:73:bd,208,458,-66.0,
44,"Apr 13, 2021 15:22:30.137121125 CEST",f2:42:89:7e:73:bd,209,458,-66.0,
46,"Apr 13, 2021 15:22:30.239546580 CEST",f2:42:89:7e:73:bd,210,458,-66.0,
50,"Apr 13, 2021 15:22:30.341959463 CEST",f2:42:89:7e:73:bd,211,458,-67.0,
